"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Suicide","Hispanic","Massachusetts","15**","913,626","1.64**","1.46**","507"
"2022","Suicide","Hispanic","Michigan","29","573,514","5.06","5.01","866"
"2022","Suicide","Hispanic","Minnesota","13**","341,414","3.81**","3.96**","384"
"2022","Suicide","Hispanic","Mississippi","--","104,879","--","--","--"
"2022","Suicide","Hispanic","Missouri","17**","298,485","5.70**","6.03**","490"
"2022","Suicide","Hispanic","Montana","--","50,719","--","--","--"
"2022","Suicide","Hispanic","Nebraska","--","242,517","--","--","--"
"2022","Suicide","Hispanic","Nevada","55","961,354","5.72","6.05","1,362"
"2022","Suicide","Hispanic","New Hampshire","--","64,192","--","--","--"
"2022","Suicide","Hispanic","New Jersey","19**","2,028,471","0.94**","0.93**","510"
"2022","Suicide","Hispanic","New Mexico","107","1,059,865","10.10","10.19","2,922"
"2022","Suicide","Hispanic","New York","32","3,867,076","0.83","0.83","799"
"2022","Suicide","Hispanic","North Carolina","38","1,122,009","3.39","3.64","1,246"
"2022","Suicide","Hispanic","North Dakota","0**","36,075","0.00**","0.00**","--"
"2022","Suicide","Hispanic","Ohio","20**","524,999","3.81**","4.14**","577"
"2022","Suicide","Hispanic","Oklahoma","23","486,693","4.73","5.95","617"
"2022","Suicide","Hispanic","Oregon","17**","609,534","2.79**","2.99**","480"
"2022","Suicide","Hispanic","Pennsylvania","29","1,116,130","2.60","2.56","908"
"2022","Suicide","Hispanic","Rhode Island","--","191,980","--","--","--"
"2022","Suicide","Hispanic","South Carolina","16**","348,159","4.60**","4.40**","533"
"2022","Suicide","Hispanic","South Dakota","--","44,508","--","--","--"
"2022","Suicide","Hispanic","Tennessee","23","449,510","5.12","5.39","729"
"2022","Suicide","Hispanic","Texas","492","12,068,549","4.08","4.01","14,765"
"2022","Suicide","Hispanic","Utah","29","512,087","5.66","5.62","914"
"2022","Suicide","Hispanic","Vermont","--","14,857","--","--","--"
"2022","Suicide","Hispanic","Virginia","24","911,003","2.63","2.52","755"
"2022","Suicide","Hispanic","Washington","37","1,093,313","3.38","3.33","1,221"
"2022","Suicide","Hispanic","West Virginia","--","36,790","--","--","--"
"2022","Suicide","Hispanic","Wisconsin","13**","448,151","2.90**","3.39**","423"
"2022","Suicide","Hispanic","Wyoming","--","62,808","--","--","--"
"2022","Suicide","Unknown","Alaska","--","--","--","--","--"
"2022","Suicide","Unknown","Arizona","--","--","--","--","--"
"2022","Suicide","Unknown","California","--","--","--","--","--"
"2022","Suicide","Unknown","Colorado","--","--","--","--","--"
"2022","Suicide","Unknown","Hawaii","--","--","--","--","--"
"2022","Suicide","Unknown","Idaho","--","--","--","--","--"
"2022","Suicide","Unknown","Illinois","--","--","--","--","--"
"2022","Suicide","Unknown","Kansas","--","--","--","--","--"
"2022","Suicide","Unknown","Maine","--","--","--","--","--"
"2022","Suicide","Unknown","Massachusetts","--","--","--","--","--"
"2022","Suicide","Unknown","Michigan","--","--","--","--","--"
"2022","Suicide","Unknown","Mississippi","--","--","--","--","--"
"2022","Suicide","Unknown","Missouri","--","--","--","--","--"
"2022","Suicide","Unknown","Nebraska","--","--","--","--","--"
"2022","Suicide","Unknown","New Hampshire","--","--","--","--","--"
"2022","Suicide","Unknown","New Mexico","--","--","--","--","--"
"2022","Suicide","Unknown","New York","--","--","--","--","--"
"2022","Suicide","Unknown","Oregon","--","--","--","--","--"
"2022","Suicide","Unknown","Pennsylvania","--","--","--","--","--"
"2022","Suicide","Unknown","South Dakota","--","--","--","--","--"
"2022","Suicide","Unknown","Tennessee","--","--","--","--","--"
"2022","Suicide","Unknown","Texas","--","--","--","--","--"
"2022","Suicide","Unknown","Virginia","--","--","--","--","--"
"2022","Suicide","Unknown","West Virginia","--","--","--","--","--"
"2022","Undetermined","Non-Hispanic","Alabama","10**","4,824,043","0.21**","0.23**","395"
"2022","Undetermined","Non-Hispanic","Alaska","--","677,088","--","--","--"
"2022","Undetermined","Non-Hispanic","Arizona","14**","4,970,677","0.28**","0.31**","445"
"2022","Undetermined","Non-Hispanic","Arkansas","14**","2,785,101","0.50**","0.51**","260"
"2022","Undetermined","Non-Hispanic","California","--","23,297,162","--","--","--"
"2022","Undetermined","Non-Hispanic","Colorado","--","4,524,961","--","--","--"
"2022","Undetermined","Non-Hispanic","Connecticut","--","2,967,226","--","--","--"
"2022","Undetermined","Non-Hispanic","Florida","20**","16,219,793","0.12**","0.14**","586"
"2022","Undetermined","Non-Hispanic","Georgia","19**","9,772,328","0.19**","0.20**","489"
"2022","Undetermined","Non-Hispanic","Hawaii","0**","1,280,093","0.00**","0.00**","--"
"2022","Undetermined","Non-Hispanic","Idaho","--","1,677,113","--","--","--"
"2022","Undetermined","Non-Hispanic","Illinois","--","10,278,307","--","--","--"
"2022","Undetermined","Non-Hispanic","Indiana","14**","6,291,288","0.22**","0.21**","307"
"2022","Undetermined","Non-Hispanic","Iowa","--","2,978,712","--","--","--"
"2022","Undetermined","Non-Hispanic","Kansas","--","2,554,115","--","--","--"
"2022","Undetermined","Non-Hispanic","Kentucky","--","4,317,323","--","--","--"
"2022","Undetermined","Non-Hispanic","Louisiana","--","4,324,004","--","--","--"
"2022","Undetermined","Non-Hispanic","Maryland","--","5,457,844","--","--","--"
"2022","Undetermined","Non-Hispanic","Massachusetts","--","6,068,348","--","--","--"
"2022","Undetermined","Non-Hispanic","Michigan","--","9,460,599","--","--","--"
"2022","Undetermined","Non-Hispanic","Minnesota","--","5,375,770","--","--","--"
"2022","Undetermined","Non-Hispanic","Mississippi","17**","2,835,178","0.60**","0.61**","542"
"2022","Undetermined","Non-Hispanic","Missouri","18**","5,879,472","0.31**","0.33**","508"
"2022","Undetermined","Non-Hispanic","Montana","--","1,072,148","--","--","--"
"2022","Undetermined","Non-Hispanic","Nebraska","--","1,725,406","--","--","--"
"2022","Undetermined","Non-Hispanic","Nevada","--","2,216,418","--","--","--"
"2022","Undetermined","Non-Hispanic","New Mexico","--","1,053,479","--","--","--"
"2022","Undetermined","Non-Hispanic","New York","--","15,810,075","--","--","--"
"2022","Undetermined","Non-Hispanic","North Carolina","--","9,576,964","--","--","--"
"2022","Undetermined","Non-Hispanic","Ohio","--","11,231,059","--","--","--"
"2022","Undetermined","Non-Hispanic","Oklahoma","10**","3,533,107","0.28**","0.29**","339"
"2022","Undetermined","Non-Hispanic","Pennsylvania","16**","11,855,878","0.14**","0.12**","239"
"2022","Undetermined","Non-Hispanic","Rhode Island","0**","901,754","0.00**","0.00**","--"
"2022","Undetermined","Non-Hispanic","South Carolina","15**","4,934,475","0.30**","0.35**","467"
"2022","Undetermined","Non-Hispanic","South Dakota","--","865,316","--","--","--"
"2022","Undetermined","Non-Hispanic","Tennessee","15**","6,601,829","0.23**","0.24**","444"
"2022","Undetermined","Non-Hispanic","Texas","22","17,961,023","0.12","0.13","737"
"2022","Undetermined","Non-Hispanic","Utah","--","2,868,713","--","--","--"
"2022","Undetermined","Non-Hispanic","Vermont","--","632,207","--","--","--"
"2022","Undetermined","Non-Hispanic","Virginia","17**","7,772,616","0.22**","0.22**","543"
"2022","Undetermined","Non-Hispanic","Washington","12**","6,692,473","0.18**","0.17**","264"
"2022","Undetermined","Non-Hispanic","West Virginia","--","1,738,366","--","--","--"
"2022","Undetermined","Non-Hispanic","Wisconsin","11**","5,444,388","0.20**","0.22**","391"
"2022","Undetermined","Non-Hispanic","Wyoming","0**","518,573","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Alabama","0**","250,253","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Alaska","--","56,495","--","--","--"
"2022","Undetermined","Hispanic","Arizona","--","2,388,520","--","--","--"
"2022","Undetermined","Hispanic","Arkansas","0**","260,536","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","California","--","15,732,180","--","--","--"
"2022","Undetermined","Hispanic","Colorado","--","1,314,965","--","--","--"
"2022","Undetermined","Hispanic","Connecticut","--","658,979","--","--","--"
"2022","Undetermined","Hispanic","Delaware","0**","105,299","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","District of Columbia","0**","78,911","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Florida","--","6,025,030","--","--","--"
"2022","Undetermined","Hispanic","Georgia","--","1,140,548","--","--","--"
"2022","Undetermined","Hispanic","Hawaii","0**","160,103","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Idaho","--","261,920","--","--","--"
"2022","Undetermined","Hispanic","Illinois","--","2,303,725","--","--","--"
"2022","Undetermined","Hispanic","Indiana","--","541,749","--","--","--"
"2022","Undetermined","Hispanic","Kansas","--","383,035","--","--","--"
"2022","Undetermined","Hispanic","Missouri","--","298,485","--","--","--"
"2022","Undetermined","Hispanic","Montana","0**","50,719","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Nevada","--","961,354","--","--","--"
"2022","Undetermined","Hispanic","New Hampshire","0**","64,192","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","New Mexico","--","1,059,865","--","--","--"
"2022","Undetermined","Hispanic","Pennsylvania","--","1,116,130","--","--","--"
"2022","Undetermined","Hispanic","Rhode Island","0**","191,980","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Tennessee","--","449,510","--","--","--"
"2022","Undetermined","Hispanic","Texas","19**","12,068,549","0.16**","0.14**","756"
"2022","Undetermined","Hispanic","Utah","0**","512,087","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Vermont","0**","14,857","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Virginia","0**","911,003","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Washington","--","1,093,313","--","--","--"
"2022","Undetermined","Hispanic","West Virginia","0**","36,790","0.00**","0.00**","--"
"2022","Undetermined","Hispanic","Wisconsin","--","448,151","--","--","--"
"2022","Undetermined","Hispanic","Wyoming","0**","62,808","0.00**","0.00**","--"
"2021","Unintentional","Non-Hispanic","Alabama","18**","4,808,789","0.37**","0.39**","505"
"2021","Unintentional","Non-Hispanic","Alaska","--","678,598","--","--","--"
"2021","Unintentional","Non-Hispanic","Arizona","--","4,924,050","--","--","--"
"2021","Unintentional","Non-Hispanic","Arkansas","11**","2,776,700","0.40**","0.44**","392"
"2021","Unintentional","Non-Hispanic","California","22","23,464,207","0.09","0.09","527"
"2021","Unintentional","Non-Hispanic","Colorado","--","4,517,869","--","--","--"
"2021","Unintentional","Non-Hispanic","Connecticut","--","2,981,930","--","--","--"
"2021","Unintentional","Non-Hispanic","Florida","15**","15,989,086","0.09**","0.11**","483"
"2021","Unintentional","Non-Hispanic","Georgia","24","9,682,768","0.25","0.26","901"
"2021","Unintentional","Non-Hispanic","Hawaii","--","1,287,724","--","--","--"
"2021","Unintentional","Non-Hispanic","Idaho","--","1,652,000","--","--","--"
"2021","Unintentional","Non-Hispanic","Illinois","14**","10,393,717","0.14**","0.14**","495"
"2021","Unintentional","Non-Hispanic","Indiana","15**","6,288,191","0.24**","0.26**","545"
"2021","Unintentional","Non-Hispanic","Iowa","--","2,982,514","--","--","--"
"2021","Unintentional","Non-Hispanic","Kansas","--","2,561,715","--","--","--"
"2021","Unintentional","Non-Hispanic","Kentucky","23","4,318,565","0.53","0.56","663"
"2021","Unintentional","Non-Hispanic","Louisiana","26","4,367,296","0.60","0.63","1,056"
"2021","Unintentional","Non-Hispanic","Maine","--","1,350,028","--","--","--"
"2021","Unintentional","Non-Hispanic","Michigan","--","9,477,369","--","--","--"
"2021","Unintentional","Non-Hispanic","Minnesota","--","5,377,851","--","--","--"
"2021","Unintentional","Non-Hispanic","Mississippi","21","2,847,462","0.74","0.76","773"
"2021","Unintentional","Non-Hispanic","Missouri","22","5,880,905","0.37","0.40","650"
"2021","Unintentional","Non-Hispanic","Montana","--","1,058,151","--","--","--"
"2021","Unintentional","Non-Hispanic","Nebraska","--","1,727,074","--","--","--"
"2021","Unintentional","Non-Hispanic","Nevada","--","2,206,546","--","--","--"
"2021","Unintentional","Non-Hispanic","New Mexico","--","1,058,898","--","--","--"
"2021","Unintentional","Non-Hispanic","New York","--","15,962,894","--","--","--"
"2021","Unintentional","Non-Hispanic","North Carolina","43","9,485,459","0.45","0.44","1,201"
"2021","Unintentional","Non-Hispanic","North Dakota","--","743,112","--","--","--"
"2021","Unintentional","Non-Hispanic","Ohio","19**","11,256,659","0.17**","0.20**","706"
"2021","Unintentional","Non-Hispanic","Oklahoma","11**","3,520,709","0.31**","0.33**","386"
"2021","Unintentional","Non-Hispanic","Oregon","--","3,659,323","--","--","--"
"2021","Unintentional","Non-Hispanic","Pennsylvania","22","11,927,142","0.18","0.19","549"
"2021","Unintentional","Non-Hispanic","South Carolina","21","4,863,140","0.43","0.42","640"
"2021","Unintentional","Non-Hispanic","Tennessee","11**","6,541,292","0.17**","0.19**","373"
"2021","Unintentional","Non-Hispanic","Texas","40","17,713,451","0.23","0.22","1,066"
"2021","Unintentional","Non-Hispanic","Utah","--","2,843,874","--","--","--"
"2021","Unintentional","Non-Hispanic","Vermont","0**","632,619","0.00**","0.00**","--"
"2021","Unintentional","Non-Hispanic","Virginia","12**","7,772,619","0.15**","0.17**","428"
"2021","Unintentional","Non-Hispanic","Washington","--","6,677,927","--","--","--"
"2021","Unintentional","Non-Hispanic","West Virginia","--","1,750,497","--","--","--"
"2021","Unintentional","Non-Hispanic","Wisconsin","--","5,441,137","--","--","--"
"2021","Unintentional","Non-Hispanic","Wyoming","--","517,925","--","--","--"
"2021","Unintentional","Hispanic","Alabama","--","241,057","--","--","--"
"2021","Unintentional","Hispanic","Alaska","0**","55,584","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Arizona","--","2,340,827","--","--","--"
"2021","Unintentional","Hispanic","California","10**","15,678,784","0.06**","0.07**","304"
"2021","Unintentional","Hispanic","Colorado","--","1,293,428","--","--","--"
"2021","Unintentional","Hispanic","Florida","--","5,838,983","--","--","--"
"2021","Unintentional","Hispanic","Georgia","--","1,105,261","--","--","--"
"2021","Unintentional","Hispanic","Illinois","--","2,292,752","--","--","--"
"2021","Unintentional","Hispanic","Iowa","--","215,175","--","--","--"
"2021","Unintentional","Hispanic","Kansas","--","376,207","--","--","--"
"2021","Unintentional","Hispanic","Kentucky","--","188,024","--","--","--"
"2021","Unintentional","Hispanic","Louisiana","--","259,802","--","--","--"
"2021","Unintentional","Hispanic","Maine","0**","27,210","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Maryland","0**","689,373","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Massachusetts","0**","895,271","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Michigan","0**","560,135","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Minnesota","0**","333,620","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Missouri","--","288,918","--","--","--"
"2021","Unintentional","Hispanic","Montana","0**","48,076","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Nebraska","--","236,480","--","--","--"
"2021","Unintentional","Hispanic","Nevada","--","939,856","--","--","--"
"2021","Unintentional","Hispanic","New Hampshire","--","61,187","--","--","--"
"2021","Unintentional","Hispanic","New Jersey","0**","1,996,207","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","New Mexico","--","1,057,779","--","--","--"
"2021","Unintentional","Hispanic","New York","--","3,894,598","--","--","--"
"2021","Unintentional","Hispanic","North Carolina","--","1,080,426","--","--","--"
"2021","Unintentional","Hispanic","North Dakota","--","34,822","--","--","--"
"2021","Unintentional","Hispanic","Ohio","--","507,683","--","--","--"
"2021","Unintentional","Hispanic","Oklahoma","0**","470,516","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Oregon","0**","596,978","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Pennsylvania","--","1,084,917","--","--","--"
"2021","Unintentional","Hispanic","Rhode Island","0**","187,724","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","South Carolina","0**","330,126","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","South Dakota","0**","41,673","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Tennessee","0**","427,059","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Texas","13**","11,845,413","0.11**","0.11**","428"
"2021","Unintentional","Hispanic","Utah","--","495,239","--","--","--"
"2021","Unintentional","Hispanic","Vermont","0**","14,353","0.00**","0.00**","--"
"2021","Unintentional","Hispanic","Virginia","0**","884,746","0.00**","0.00**","--"
"2021","Unintentional","Unknown","Kansas","--","--","--","--","--"
