"Year","Intent","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2005","Undetermined","70 to 74","--","8,603,064","--","--","--"
"2005","Undetermined","75 to 79","--","7,463,595","--","--","--"
"2005","Undetermined","80 to 84","--","5,611,229","--","--","--"
"2005","Undetermined","85+","--","4,693,307","--","--","--"
"2004","Unintentional","0 to 4","15**","19,785,813","0.08**","--","929"
"2004","Unintentional","5 to 9","13**","19,454,206","0.07**","--","760"
"2004","Unintentional","10 to 14","35","21,411,615","0.16","--","1,841"
"2004","Unintentional","15 to 19","80","21,102,549","0.38","--","3,818"
"2004","Unintentional","20 to 24","92","20,845,670","0.44","--","3,998"
"2004","Unintentional","25 to 29","58","19,107,024","0.30","--","2,221"
"2004","Unintentional","30 to 34","42","20,159,520","0.21","--","1,397"
"2004","Unintentional","35 to 39","44","20,874,635","0.21","--","1,220"
"2004","Unintentional","40 to 44","53","22,925,619","0.23","--","1,211"
"2004","Unintentional","45 to 49","41","22,065,298","0.19","--","725"
"2004","Unintentional","50 to 54","65","19,564,644","0.33","--","842"
"2004","Unintentional","55 to 59","25","16,607,157","0.15","--","198"
"2004","Unintentional","60 to 64","10**","12,698,125","0.08**","--","25"
"2004","Unintentional","65 to 69","20**","10,073,419","0.20**","--","0"
"2004","Unintentional","70 to 74","20**","8,594,107","0.23**","--","0"
"2004","Unintentional","75 to 79","15**","7,461,377","0.20**","--","0"
"2004","Unintentional","80 to 84","13**","5,528,541","0.24**","--","0"
"2004","Unintentional","85+","--","4,545,892","--","--","--"
"2004","Homicide","0 to 4","42","19,785,813","0.21","--","2,634"
"2004","Homicide","5 to 9","45","19,454,206","0.23","--","2,603"
"2004","Homicide","10 to 14","139","21,411,615","0.65","--","7,220"
"2004","Homicide","15 to 19","1,578","21,102,549","7.48","--","74,749"
"2004","Homicide","20 to 24","2,549","20,845,670","12.23","--","109,594"
"2004","Homicide","25 to 29","2,063","19,107,024","10.80","--","78,819"
"2004","Homicide","30 to 34","1,440","20,159,520","7.14","--","47,639"
"2004","Homicide","35 to 39","1,025","20,874,635","4.91","--","28,844"
"2004","Homicide","40 to 44","870","22,925,619","3.80","--","20,083"
"2004","Homicide","45 to 49","638","22,065,298","2.89","--","11,647"
"2004","Homicide","50 to 54","424","19,564,644","2.17","--","5,604"
"2004","Homicide","55 to 59","279","16,607,157","1.68","--","2,304"
"2004","Homicide","60 to 64","189","12,698,125","1.49","--","598"
"2004","Homicide","65 to 69","122","10,073,419","1.21","--","0"
"2004","Homicide","70 to 74","71","8,594,107","0.83","--","0"
"2004","Homicide","75 to 79","62","7,461,377","0.83","--","0"
"2004","Homicide","80 to 84","38","5,528,541","0.69","--","0"
"2004","Homicide","85+","29","4,545,892","0.64","--","0"
"2004","Homicide","Unknown","21","--","0.00","--","0"
"2004","Legal Intervention","15 to 19","27","21,102,549","0.13","--","1,265"
"2004","Legal Intervention","20 to 24","52","20,845,670","0.25","--","2,239"
"2004","Legal Intervention","25 to 29","46","19,107,024","0.24","--","1,761"
"2004","Legal Intervention","30 to 34","44","20,159,520","0.22","--","1,447"
"2004","Legal Intervention","35 to 39","46","20,874,635","0.22","--","1,294"
"2004","Legal Intervention","40 to 44","36","22,925,619","0.16","--","836"
"2004","Legal Intervention","45 to 49","24","22,065,298","0.11","--","426"
"2004","Legal Intervention","50 to 54","18**","19,564,644","0.09**","--","245"
"2004","Legal Intervention","55 to 59","--","16,607,157","--","--","--"
"2004","Legal Intervention","60 to 64","--","12,698,125","--","--","--"
"2004","Legal Intervention","65 to 69","--","10,073,419","--","--","--"
"2004","Legal Intervention","70 to 74","--","8,594,107","--","--","--"
"2004","Legal Intervention","75 to 79","--","7,461,377","--","--","--"
"2004","Legal Intervention","80 to 84","--","5,528,541","--","--","--"
"2004","Suicide","10 to 14","59","21,411,615","0.28","--","3,041"
"2004","Suicide","15 to 19","787","21,102,549","3.73","--","37,307"
"2004","Suicide","20 to 24","1,317","20,845,670","6.32","--","56,539"
"2004","Suicide","25 to 29","1,115","19,107,024","5.84","--","42,410"
"2004","Suicide","30 to 34","1,168","20,159,520","5.79","--","38,420"
"2004","Suicide","35 to 39","1,233","20,874,635","5.91","--","34,367"
"2004","Suicide","40 to 44","1,635","22,925,619","7.13","--","37,509"
"2004","Suicide","45 to 49","1,784","22,065,298","8.09","--","32,101"
"2004","Suicide","50 to 54","1,565","19,564,644","8.00","--","20,463"
"2004","Suicide","55 to 59","1,283","16,607,157","7.73","--","10,383"
"2004","Suicide","60 to 64","1,045","12,698,125","8.23","--","3,289"
"2004","Suicide","65 to 69","794","10,073,419","7.88","--","0"
"2004","Suicide","70 to 74","837","8,594,107","9.74","--","0"
"2004","Suicide","75 to 79","903","7,461,377","12.10","--","0"
"2004","Suicide","80 to 84","685","5,528,541","12.39","--","0"
"2004","Suicide","85+","537","4,545,892","11.81","--","0"
"2004","Suicide","Unknown","--","--","--","--","--"
"2004","Undetermined","0 to 4","--","19,785,813","--","--","--"
"2004","Undetermined","5 to 9","--","19,454,206","--","--","--"
"2004","Undetermined","10 to 14","--","21,411,615","--","--","--"
"2004","Undetermined","15 to 19","22","21,102,549","0.10","--","1,046"
"2004","Undetermined","20 to 24","36","20,845,670","0.17","--","1,551"
"2004","Undetermined","25 to 29","22","19,107,024","0.12","--","841"
"2004","Undetermined","30 to 34","23","20,159,520","0.11","--","759"
"2004","Undetermined","35 to 39","16**","20,874,635","0.08**","--","444"
"2004","Undetermined","40 to 44","28","22,925,619","0.12","--","642"
"2004","Undetermined","45 to 49","12**","22,065,298","0.05**","--","215"
"2004","Undetermined","50 to 54","17**","19,564,644","0.09**","--","223"
"2004","Undetermined","55 to 59","11**","16,607,157","0.07**","--","99"
"2004","Undetermined","60 to 64","--","12,698,125","--","--","--"
"2004","Undetermined","65 to 69","11**","10,073,419","0.11**","--","0"
"2004","Undetermined","70 to 74","--","8,594,107","--","--","--"
"2004","Undetermined","75 to 79","--","7,461,377","--","--","--"
"2004","Undetermined","80 to 84","--","5,528,541","--","--","--"
"2004","Undetermined","85+","--","4,545,892","--","--","--"
"2004","Undetermined","Unknown","--","--","--","--","--"
"2003","Unintentional","0 to 4","--","19,592,402","--","--","--"
"2003","Unintentional","5 to 9","13**","19,620,840","0.07**","--","747"
"2003","Unintentional","10 to 14","36","21,415,306","0.17","--","1,878"
"2003","Unintentional","15 to 19","95","20,797,177","0.46","--","4,539"
"2003","Unintentional","20 to 24","105","20,591,730","0.51","--","4,532"
"2003","Unintentional","25 to 29","74","18,771,530","0.39","--","2,834"
"2003","Unintentional","30 to 34","46","20,472,235","0.23","--","1,523"
"2003","Unintentional","35 to 39","57","21,264,156","0.27","--","1,608"
"2003","Unintentional","40 to 44","61","22,890,051","0.27","--","1,396"
"2003","Unintentional","45 to 49","48","21,722,704","0.22","--","855"
"2003","Unintentional","50 to 54","44","19,097,228","0.23","--","576"
"2003","Unintentional","55 to 59","36","15,814,543","0.23","--","285"
"2003","Unintentional","60 to 64","26","12,194,399","0.21","--","76"
"2003","Unintentional","65 to 69","23","9,830,786","0.23","--","0"
"2003","Unintentional","70 to 74","16**","8,670,126","0.19**","--","0"
"2003","Unintentional","75 to 79","16**","7,497,821","0.21**","--","0"
"2003","Unintentional","80 to 84","21","5,398,628","0.39","--","0"
"2003","Unintentional","85+","--","4,466,183","--","--","--"
"2003","Homicide","0 to 4","48","19,592,402","0.25","--","3,014"
"2003","Homicide","5 to 9","48","19,620,840","0.25","--","2,784"
"2003","Homicide","10 to 14","139","21,415,306","0.65","--","7,254"
"2003","Homicide","15 to 19","1,587","20,797,177","7.63","--","75,013"
"2003","Homicide","20 to 24","2,823","20,591,730","13.71","--","121,341"
"2003","Homicide","25 to 29","2,070","18,771,530","11.03","--","79,023"
"2003","Homicide","30 to 34","1,470","20,472,235","7.18","--","48,759"
"2003","Homicide","35 to 39","1,066","21,264,156","5.01","--","29,889"
"2003","Homicide","40 to 44","875","22,890,051","3.82","--","20,242"
"2003","Homicide","45 to 49","683","21,722,704","3.14","--","12,489"
"2003","Homicide","50 to 54","427","19,097,228","2.24","--","5,640"
"2003","Homicide","55 to 59","250","15,814,543","1.58","--","2,028"
"2003","Homicide","60 to 64","144","12,194,399","1.18","--","482"
"2003","Homicide","65 to 69","83","9,830,786","0.84","--","0"
"2003","Homicide","70 to 74","78","8,670,126","0.90","--","0"
"2003","Homicide","75 to 79","55","7,497,821","0.73","--","0"
"2003","Homicide","80 to 84","33","5,398,628","0.61","--","0"
"2003","Homicide","85+","23","4,466,183","0.52","--","0"
"2003","Homicide","Unknown","18**","--","0.00**","--","0"
"2003","Legal Intervention","10 to 14","--","21,415,306","--","--","--"
"2003","Legal Intervention","15 to 19","20**","20,797,177","0.10**","--","943"
"2003","Legal Intervention","20 to 24","72","20,591,730","0.35","--","3,108"
"2003","Legal Intervention","25 to 29","57","18,771,530","0.30","--","2,188"
"2003","Legal Intervention","30 to 34","52","20,472,235","0.25","--","1,715"
"2003","Legal Intervention","35 to 39","52","21,264,156","0.25","--","1,467"
"2003","Legal Intervention","40 to 44","37","22,890,051","0.16","--","866"
"2003","Legal Intervention","45 to 49","20**","21,722,704","0.09**","--","361"
"2003","Legal Intervention","50 to 54","18**","19,097,228","0.09**","--","244"
"2003","Legal Intervention","55 to 59","--","15,814,543","--","--","--"
"2003","Legal Intervention","60 to 64","--","12,194,399","--","--","--"
"2003","Legal Intervention","65 to 69","--","9,830,786","--","--","--"
"2003","Legal Intervention","70 to 74","--","8,670,126","--","--","--"
"2003","Legal Intervention","75 to 79","--","7,497,821","--","--","--"
"2003","Suicide","5 to 9","--","19,620,840","--","--","--"
"2003","Suicide","10 to 14","73","21,415,306","0.34","--","3,773"
"2003","Suicide","15 to 19","736","20,797,177","3.54","--","34,890"
"2003","Suicide","20 to 24","1,339","20,591,730","6.50","--","57,578"
"2003","Suicide","25 to 29","1,114","18,771,530","5.94","--","42,342"
"2003","Suicide","30 to 34","1,267","20,472,235","6.19","--","41,782"
"2003","Suicide","35 to 39","1,280","21,264,156","6.02","--","35,643"
"2003","Suicide","40 to 44","1,647","22,890,051","7.20","--","37,780"
"2003","Suicide","45 to 49","1,705","21,722,704","7.85","--","30,746"
"2003","Suicide","50 to 54","1,574","19,097,228","8.24","--","20,549"
"2003","Suicide","55 to 59","1,329","15,814,543","8.40","--","10,699"
"2003","Suicide","60 to 64","988","12,194,399","8.10","--","3,134"
"2003","Suicide","65 to 69","833","9,830,786","8.47","--","0"
"2003","Suicide","70 to 74","867","8,670,126","10.00","--","0"
"2003","Suicide","75 to 79","886","7,497,821","11.82","--","0"
"2003","Suicide","80 to 84","709","5,398,628","13.13","--","0"
"2003","Suicide","85+","559","4,466,183","12.52","--","0"
"2003","Undetermined","0 to 4","--","19,592,402","--","--","--"
"2003","Undetermined","5 to 9","--","19,620,840","--","--","--"
"2003","Undetermined","10 to 14","11**","21,415,306","0.05**","--","574"
"2003","Undetermined","15 to 19","31","20,797,177","0.15","--","1,473"
"2003","Undetermined","20 to 24","38","20,591,730","0.19","--","1,632"
"2003","Undetermined","25 to 29","21","18,771,530","0.11","--","799"
"2003","Undetermined","30 to 34","17**","20,472,235","0.08**","--","567"
"2003","Undetermined","35 to 39","21","21,264,156","0.10","--","578"
"2003","Undetermined","40 to 44","22","22,890,051","0.10","--","521"
"2003","Undetermined","45 to 49","19**","21,722,704","0.09**","--","342"
"2003","Undetermined","50 to 54","12**","19,097,228","0.06**","--","156"
"2003","Undetermined","55 to 59","14**","15,814,543","0.09**","--","119"
"2003","Undetermined","60 to 64","--","12,194,399","--","--","--"
"2003","Undetermined","65 to 69","--","9,830,786","--","--","--"
"2003","Undetermined","70 to 74","--","8,670,126","--","--","--"
"2003","Undetermined","75 to 79","--","7,497,821","--","--","--"
"2003","Undetermined","80 to 84","--","5,398,628","--","--","--"
"2003","Undetermined","85+","--","4,466,183","--","--","--"
"2002","Unintentional","0 to 4","12**","19,429,146","0.06**","--","748"
"2002","Unintentional","5 to 9","14**","19,872,416","0.07**","--","813"
"2002","Unintentional","10 to 14","34","21,261,431","0.16","--","1,782"
"2002","Unintentional","15 to 19","107","20,610,361","0.52","--","5,114"
"2002","Unintentional","20 to 24","103","20,243,797","0.51","--","4,436"
"2002","Unintentional","25 to 29","75","18,691,311","0.40","--","2,879"
"2002","Unintentional","30 to 34","68","20,658,325","0.33","--","2,252"
"2002","Unintentional","35 to 39","52","21,751,193","0.24","--","1,452"
"2002","Unintentional","40 to 44","71","22,889,460","0.31","--","1,641"
"2002","Unintentional","45 to 49","52","21,252,264","0.25","--","923"
"2002","Unintentional","50 to 54","43","18,739,897","0.23","--","550"
"2002","Unintentional","55 to 59","36","15,143,064","0.24","--","290"
"2002","Unintentional","60 to 64","20**","11,560,268","0.17**","--","63"
"2002","Unintentional","65 to 69","17**","9,638,477","0.18**","--","0"
"2002","Unintentional","70 to 74","19**","8,750,064","0.22**","--","0"
"2002","Unintentional","75 to 79","18**","7,470,437","0.24**","--","0"
"2002","Unintentional","80 to 84","14**","5,294,413","0.26**","--","0"
"2002","Unintentional","85+","--","4,368,802","--","--","--"
"2002","Homicide","0 to 4","58","19,429,146","0.30","--","3,642"
"2002","Homicide","5 to 9","55","19,872,416","0.28","--","3,157"
"2002","Homicide","10 to 14","150","21,261,431","0.71","--","7,862"
"2002","Homicide","15 to 19","1,567","20,610,361","7.60","--","74,162"
"2002","Homicide","20 to 24","2,750","20,243,797","13.58","--","118,401"
"2002","Homicide","25 to 29","2,018","18,691,311","10.80","--","76,947"
"2002","Homicide","30 to 34","1,447","20,658,325","7.00","--","47,889"
"2002","Homicide","35 to 39","1,135","21,751,193","5.22","--","31,916"
"2002","Homicide","40 to 44","907","22,889,460","3.96","--","20,954"
"2002","Homicide","45 to 49","604","21,252,264","2.84","--","10,935"
"2002","Homicide","50 to 54","421","18,739,897","2.25","--","5,549"
"2002","Homicide","55 to 59","263","15,143,064","1.74","--","2,191"
"2002","Homicide","60 to 64","146","11,560,268","1.26","--","451"
"2002","Homicide","65 to 69","92","9,638,477","0.96","--","0"
"2002","Homicide","70 to 74","69","8,750,064","0.79","--","0"
"2002","Homicide","75 to 79","72","7,470,437","0.96","--","0"
"2002","Homicide","80 to 84","43","5,294,413","0.81","--","0"
"2002","Homicide","85+","19**","4,368,802","0.44**","--","0"
"2002","Homicide","Unknown","13**","--","0.00**","--","0"
"2002","Legal Intervention","10 to 14","--","21,261,431","--","--","--"
"2002","Legal Intervention","15 to 19","23","20,610,361","0.11","--","1,074"
"2002","Legal Intervention","20 to 24","63","20,243,797","0.31","--","2,718"
"2002","Legal Intervention","25 to 29","43","18,691,311","0.23","--","1,645"
"2002","Legal Intervention","30 to 34","44","20,658,325","0.21","--","1,455"
"2002","Legal Intervention","35 to 39","44","21,751,193","0.20","--","1,229"
"2002","Legal Intervention","40 to 44","30","22,889,460","0.13","--","686"
"2002","Legal Intervention","45 to 49","31","21,252,264","0.15","--","550"
"2002","Legal Intervention","50 to 54","--","18,739,897","--","--","--"
"2002","Legal Intervention","55 to 59","--","15,143,064","--","--","--"
"2002","Legal Intervention","60 to 64","--","11,560,268","--","--","--"
"2002","Legal Intervention","65 to 69","--","9,638,477","--","--","--"
"2002","Legal Intervention","70 to 74","--","8,750,064","--","--","--"
"2002","Legal Intervention","80 to 84","--","5,294,413","--","--","--"
"2002","Suicide","10 to 14","86","21,261,431","0.40","--","4,459"
"2002","Suicide","15 to 19","742","20,610,361","3.60","--","35,246"
"2002","Suicide","20 to 24","1,346","20,243,797","6.65","--","57,812"
"2002","Suicide","25 to 29","1,217","18,691,311","6.51","--","46,178"
"2002","Suicide","30 to 34","1,182","20,658,325","5.72","--","39,081"
"2002","Suicide","35 to 39","1,450","21,751,193","6.67","--","40,336"
"2002","Suicide","40 to 44","1,707","22,889,460","7.46","--","39,255"
"2002","Suicide","45 to 49","1,652","21,252,264","7.77","--","29,778"
"2002","Suicide","50 to 54","1,484","18,739,897","7.92","--","19,317"
"2002","Suicide","55 to 59","1,295","15,143,064","8.55","--","10,453"
"2002","Suicide","60 to 64","939","11,560,268","8.12","--","2,922"
"2002","Suicide","65 to 69","846","9,638,477","8.78","--","0"
"2002","Suicide","70 to 74","930","8,750,064","10.63","--","0"
"2002","Suicide","75 to 79","918","7,470,437","12.29","--","0"
"2002","Suicide","80 to 84","762","5,294,413","14.39","--","0"
"2002","Suicide","85+","550","4,368,802","12.59","--","0"
"2002","Suicide","Unknown","--","--","--","--","--"
"2002","Undetermined","0 to 4","--","19,429,146","--","--","--"
"2002","Undetermined","5 to 9","--","19,872,416","--","--","--"
"2002","Undetermined","10 to 14","--","21,261,431","--","--","--"
"2002","Undetermined","15 to 19","35","20,610,361","0.17","--","1,677"
"2002","Undetermined","20 to 24","44","20,243,797","0.22","--","1,910"
"2002","Undetermined","25 to 29","27","18,691,311","0.14","--","1,032"
"2002","Undetermined","30 to 34","19**","20,658,325","0.09**","--","624"
"2002","Undetermined","35 to 39","31","21,751,193","0.14","--","867"
"2002","Undetermined","40 to 44","19**","22,889,460","0.08**","--","444"
"2002","Undetermined","45 to 49","19**","21,252,264","0.09**","--","340"
"2002","Undetermined","50 to 54","10**","18,739,897","0.05**","--","126"
"2002","Undetermined","55 to 59","--","15,143,064","--","--","--"
"2002","Undetermined","60 to 64","--","11,560,268","--","--","--"
"2002","Undetermined","65 to 69","--","9,638,477","--","--","--"
"2002","Undetermined","70 to 74","--","8,750,064","--","--","--"
"2002","Undetermined","75 to 79","--","7,470,437","--","--","--"
"2002","Undetermined","80 to 84","--","5,294,413","--","--","--"
"2001","Unintentional","0 to 4","15**","19,298,217","0.08**","--","930"
"2001","Unintentional","5 to 9","18**","20,173,355","0.09**","--","1,042"
"2001","Unintentional","10 to 14","39","20,978,660","0.19","--","2,049"
"2001","Unintentional","15 to 19","110","20,456,265","0.54","--","5,246"
"2001","Unintentional","20 to 24","96","19,757,311","0.49","--","4,151"
"2001","Unintentional","25 to 29","71","18,819,327","0.38","--","2,694"
"2001","Unintentional","30 to 34","51","20,652,189","0.25","--","1,691"
"2001","Unintentional","35 to 39","70","22,235,914","0.32","--","1,961"
"2001","Unintentional","40 to 44","76","22,815,843","0.33","--","1,732"
"2001","Unintentional","45 to 49","61","20,698,960","0.30","--","1,089"
"2001","Unintentional","50 to 54","42","18,687,263","0.23","--","543"
"2001","Unintentional","55 to 59","44","13,968,967","0.32","--","346"
"2001","Unintentional","60 to 64","25","11,136,331","0.22","--","81"
"2001","Unintentional","65 to 69","19**","9,562,246","0.20**","--","0"
"2001","Unintentional","70 to 74","14**","8,821,948","0.16**","--","0"
"2001","Unintentional","75 to 79","24","7,455,418","0.32","--","0"
"2001","Unintentional","80 to 84","17**","5,138,213","0.33**","--","0"
"2001","Unintentional","85+","--","4,312,501","--","--","--"
"2001","Unintentional","Unknown","--","--","--","--","--"
"2001","Homicide","0 to 4","66","19,298,217","0.34","--","4,145"
"2001","Homicide","5 to 9","59","20,173,355","0.29","--","3,420"
"2001","Homicide","10 to 14","121","20,978,660","0.58","--","6,314"
"2001","Homicide","15 to 19","1,525","20,456,265","7.46","--","72,181"
"2001","Homicide","20 to 24","2,675","19,757,311","13.54","--","115,237"
"2001","Homicide","25 to 29","1,940","18,819,327","10.31","--","73,947"
"2001","Homicide","30 to 34","1,368","20,652,189","6.62","--","45,272"
"2001","Homicide","35 to 39","1,142","22,235,914","5.14","--","31,973"
"2001","Homicide","40 to 44","836","22,815,843","3.66","--","19,384"
"2001","Homicide","45 to 49","552","20,698,960","2.67","--","10,039"
"2001","Homicide","50 to 54","382","18,687,263","2.04","--","4,994"
"2001","Homicide","55 to 59","213","13,968,967","1.53","--","1,735"
"2001","Homicide","60 to 64","151","11,136,331","1.36","--","482"
"2001","Homicide","65 to 69","114","9,562,246","1.19","--","0"
"2001","Homicide","70 to 74","78","8,821,948","0.88","--","0"
"2001","Homicide","75 to 79","61","7,455,418","0.82","--","0"
"2001","Homicide","80 to 84","38","5,138,213","0.74","--","0"
"2001","Homicide","85+","16**","4,312,501","0.37**","--","0"
"2001","Homicide","Unknown","11**","--","0.00**","--","0"
"2001","Legal Intervention","15 to 19","26","20,456,265","0.13","--","1,219"
"2001","Legal Intervention","20 to 24","61","19,757,311","0.31","--","2,635"
"2001","Legal Intervention","25 to 29","44","18,819,327","0.23","--","1,646"
"2001","Legal Intervention","30 to 34","51","20,652,189","0.25","--","1,693"
"2001","Legal Intervention","35 to 39","49","22,235,914","0.22","--","1,373"
"2001","Legal Intervention","40 to 44","35","22,815,843","0.15","--","806"
"2001","Legal Intervention","45 to 49","22","20,698,960","0.11","--","398"
"2001","Legal Intervention","50 to 54","--","18,687,263","--","--","--"
"2001","Legal Intervention","55 to 59","10**","13,968,967","0.07**","--","88"
"2001","Legal Intervention","60 to 64","--","11,136,331","--","--","--"
"2001","Legal Intervention","65 to 69","--","9,562,246","--","--","--"
"2001","Legal Intervention","70 to 74","--","8,821,948","--","--","--"
"2001","Legal Intervention","75 to 79","--","7,455,418","--","--","--"
"2001","Legal Intervention","80 to 84","--","5,138,213","--","--","--"
"2001","Legal Intervention","85+","--","4,312,501","--","--","--"
"2001","Suicide","10 to 14","90","20,978,660","0.43","--","4,647"
"2001","Suicide","15 to 19","838","20,456,265","4.10","--","39,732"
"2001","Suicide","20 to 24","1,292","19,757,311","6.54","--","55,613"
"2001","Suicide","25 to 29","1,263","18,819,327","6.71","--","47,966"
"2001","Suicide","30 to 34","1,301","20,652,189","6.30","--","42,987"
"2001","Suicide","35 to 39","1,429","22,235,914","6.43","--","39,878"
"2001","Suicide","40 to 44","1,601","22,815,843","7.02","--","36,856"
"2001","Suicide","45 to 49","1,552","20,698,960","7.50","--","27,900"
"2001","Suicide","50 to 54","1,471","18,687,263","7.87","--","19,134"
"2001","Suicide","55 to 59","1,195","13,968,967","8.56","--","9,605"
"2001","Suicide","60 to 64","888","11,136,331","7.97","--","2,791"
"2001","Suicide","65 to 69","857","9,562,246","8.96","--","0"
"2001","Suicide","70 to 74","901","8,821,948","10.21","--","0"
"2001","Suicide","75 to 79","920","7,455,418","12.34","--","0"
"2001","Suicide","80 to 84","728","5,138,213","14.17","--","0"
"2001","Suicide","85+","537","4,312,501","12.45","--","0"
"2001","Suicide","Unknown","--","--","--","--","--"
"2001","Undetermined","5 to 9","--","20,173,355","--","--","--"
"2001","Undetermined","10 to 14","--","20,978,660","--","--","--"
"2001","Undetermined","15 to 19","24","20,456,265","0.12","--","1,142"
"2001","Undetermined","20 to 24","40","19,757,311","0.20","--","1,718"
"2001","Undetermined","25 to 29","32","18,819,327","0.17","--","1,226"
"2001","Undetermined","30 to 34","16**","20,652,189","0.08**","--","528"
"2001","Undetermined","35 to 39","33","22,235,914","0.15","--","941"
"2001","Undetermined","40 to 44","17**","22,815,843","0.08**","--","384"
"2001","Undetermined","45 to 49","16**","20,698,960","0.08**","--","298"
"2001","Undetermined","50 to 54","13**","18,687,263","0.07**","--","172"
"2001","Undetermined","55 to 59","--","13,968,967","--","--","--"
"2001","Undetermined","60 to 64","--","11,136,331","--","--","--"
"2001","Undetermined","65 to 69","--","9,562,246","--","--","--"
"2001","Undetermined","70 to 74","--","8,821,948","--","--","--"
"2001","Undetermined","75 to 79","--","7,455,418","--","--","--"
"2001","Undetermined","80 to 84","--","5,138,213","--","--","--"
"2001","Undetermined","85+","--","4,312,501","--","--","--"
"Total","","","823,204","7,186,028,477","11.46","11.26","19,879,094"
"","","","","","","",""
"Injury Outcome: Fatal","","","","","","",""
"Injury Type: All Injury","","","","","","",""
"Data Years: 2001 to 2023","","","","","","",""
"Geography: United States","","","","","","",""
"Intent: All Intents","","","","","","",""
"Mechanism: Firearm","","","","","","",""
"Age: All Ages","","","","","","",""
"Sex: All Sexes","","","","","","",""
"Race: All Races","","","","","","",""
"Ethnicity: All Ethnicities","","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","","",""
"YPLL Age: 65","","","","","","",""
"Year and Race Options: 2001 - 2023 with No Race","","","","","","",""
"Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);","","","","","","",""
"--* indicates secondary suppression.","","","","","","",""
"Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"Data sources:","","","","","","",""
"National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.","","","","","","",""
"National Electronic Injury Surveillance System-All Injury Program for WISQARS Nonfatal data , an estimated number of hospital visits for injury care that start in an emergency department based on a U.S. nationally representative probability sample of hospitals.","","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","","",""
