"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Homicide","2019","Arkansas","208","3,020,985","6.89","7.38","6,368"
"Homicide","2019","California","1,246","39,437,610","3.16","3.19","39,904"
"Homicide","2019","Colorado","164","5,758,486","2.85","2.86","5,022"
"Homicide","2019","Connecticut","65","3,566,022","1.82","1.97","2,083"
"Homicide","2019","Delaware","45","976,668","4.61","5.22","1,457"
"Homicide","2019","District of Columbia","128","708,253","18.07","15.95","4,743"
"Homicide","2019","Florida","1,013","21,492,056","4.71","5.17","32,069"
"Homicide","2019","Georgia","691","10,628,020","6.50","6.63","22,558"
"Homicide","2019","Hawaii","14**","1,415,615","0.99**","1.10**","398"
"Homicide","2019","Idaho","18**","1,789,060","1.01**","1.14**","466"
"Homicide","2019","Illinois","791","12,667,017","6.25","6.55","28,079"
"Homicide","2019","Indiana","355","6,731,010","5.27","5.51","12,074"
"Homicide","2019","Iowa","49","3,159,596","1.55","1.73","1,725"
"Homicide","2019","Kansas","99","2,912,635","3.40","3.52","3,316"
"Homicide","2019","Kentucky","201","4,472,345","4.49","4.81","6,417"
"Homicide","2019","Louisiana","542","4,658,285","11.64","12.25","17,445"
"Homicide","2019","Maine","13**","1,345,770","0.97**","1.19**","423"
"Homicide","2019","Maryland","468","6,054,954","7.73","8.13","16,258"
"Homicide","2019","Massachusetts","95","6,894,883","1.38","1.39","3,225"
"Homicide","2019","Michigan","458","9,984,795","4.59","4.88","15,120"
"Homicide","2019","Minnesota","102","5,640,053","1.81","1.89","3,383"
"Homicide","2019","Mississippi","366","2,978,227","12.29","13.00","11,706"
"Homicide","2019","Missouri","537","6,140,475","8.75","9.30","17,577"
"Homicide","2019","Montana","24","1,070,123","2.24","2.28","575"
"Homicide","2019","Nebraska","40","1,932,571","2.07","2.09","1,251"
"Homicide","2019","Nevada","118","3,090,771","3.82","3.97","3,550"
"Homicide","2019","New Hampshire","20**","1,360,783","1.47**","1.50**","404"
"Homicide","2019","New Jersey","193","8,891,258","2.17","2.39","6,661"
"Homicide","2019","New Mexico","158","2,099,634","7.53","8.12","5,014"
"Homicide","2019","New York","326","19,463,131","1.68","1.72","10,898"
"Homicide","2019","North Carolina","541","10,501,384","5.15","5.37","17,815"
"Homicide","2019","North Dakota","10**","763,724","1.31**","1.59**","190"
"Homicide","2019","Ohio","565","11,696,507","4.83","5.16","18,896"
"Homicide","2019","Oklahoma","246","3,960,676","6.21","6.60","7,367"
"Homicide","2019","Oregon","78","4,216,116","1.85","1.88","1,924"
"Homicide","2019","Pennsylvania","548","12,798,883","4.28","4.64","18,410"
"Homicide","2019","Rhode Island","12**","1,058,158","1.13**","1.42**","341"
"Homicide","2019","South Carolina","453","5,157,702","8.78","9.40","14,742"
"Homicide","2019","South Dakota","11**","887,127","1.24**","1.33**","357"
"Homicide","2019","Tennessee","474","6,830,325","6.94","7.35","15,352"
"Homicide","2019","Texas","1,299","28,986,794","4.48","4.48","40,698"
"Homicide","2019","Utah","51","3,203,383","1.59","1.59","1,667"
"Homicide","2019","Vermont","--","624,046","--","--","--"
"Homicide","2019","Virginia","342","8,556,642","4.00","4.14","11,077"
"Homicide","2019","Washington","165","7,614,024","2.17","2.22","4,658"
"Homicide","2019","West Virginia","76","1,795,263","4.23","4.81","2,263"
"Homicide","2019","Wisconsin","153","5,824,581","2.63","2.82","4,655"
"Homicide","2019","Wyoming","16**","580,116","2.76**","2.79**","440"
"Homicide","2018","Alabama","468","4,891,628","9.57","10.06","14,695"
"Homicide","2018","Alaska","37","736,624","5.02","4.96","1,173"
"Homicide","2018","Arizona","293","7,164,228","4.09","4.27","8,959"
"Homicide","2018","Arkansas","194","3,012,161","6.44","6.69","5,729"
"Homicide","2018","California","1,275","39,437,463","3.23","3.22","40,479"
"Homicide","2018","Colorado","188","5,697,155","3.30","3.33","6,070"
"Homicide","2018","Connecticut","54","3,574,561","1.51","1.67","1,709"
"Homicide","2018","Delaware","46","966,985","4.76","5.53","1,664"
"Homicide","2018","District of Columbia","116","704,147","16.47","15.22","4,148"
"Homicide","2018","Florida","977","21,254,926","4.60","4.96","30,135"
"Homicide","2018","Georgia","644","10,519,389","6.12","6.22","20,728"
"Homicide","2018","Hawaii","20**","1,423,102","1.41**","1.58**","502"
"Homicide","2018","Idaho","31","1,752,074","1.77","1.81","811"
"Homicide","2018","Illinois","784","12,724,685","6.16","6.36","27,354"
"Homicide","2018","Indiana","364","6,698,481","5.43","5.78","11,967"
"Homicide","2018","Iowa","37","3,149,900","1.18","1.26","1,160"
"Homicide","2018","Kansas","123","2,912,748","4.22","4.51","3,885"
"Homicide","2018","Kentucky","207","4,464,273","4.64","4.95","6,120"
"Homicide","2018","Louisiana","497","4,664,450","10.66","11.09","16,524"
"Homicide","2018","Maine","--","1,340,123","--","--","--"
"Homicide","2018","Maryland","426","6,042,153","7.05","7.31","13,709"
"Homicide","2018","Massachusetts","104","6,885,720","1.51","1.52","3,516"
"Homicide","2018","Michigan","479","9,987,286","4.80","5.04","14,754"
"Homicide","2018","Minnesota","66","5,608,762","1.18","1.30","2,295"
"Homicide","2018","Mississippi","320","2,982,879","10.73","11.33","10,153"
"Homicide","2018","Missouri","556","6,125,986","9.08","9.71","17,796"
"Homicide","2018","Montana","20**","1,061,818","1.88**","2.03**","512"
"Homicide","2018","Nebraska","25","1,925,512","1.30","1.38","729"
"Homicide","2018","Nevada","158","3,030,725","5.21","5.51","4,843"
"Homicide","2018","New Hampshire","13**","1,355,064","0.96**","1.10**","384"
"Homicide","2018","New Jersey","218","8,891,730","2.45","2.64","7,212"
"Homicide","2018","New Mexico","136","2,093,754","6.50","6.90","4,365"
"Homicide","2018","New York","356","19,544,098","1.82","1.86","11,662"
"Homicide","2018","North Carolina","489","10,391,358","4.71","4.88","15,865"
"Homicide","2018","North Dakota","13**","760,062","1.71**","1.63**","475"
"Homicide","2018","Ohio","548","11,680,892","4.69","4.96","17,348"
"Homicide","2018","Oklahoma","185","3,943,488","4.69","4.88","5,282"
"Homicide","2018","Oregon","67","4,183,538","1.60","1.64","1,851"
"Homicide","2018","Pennsylvania","581","12,809,107","4.54","4.82","19,263"
"Homicide","2018","Rhode Island","13**","1,059,338","1.23**","1.17**","461"
"Homicide","2018","South Carolina","373","5,091,702","7.33","7.89","12,314"
"Homicide","2018","South Dakota","16**","879,386","1.82**","2.06**","482"
"Homicide","2018","Tennessee","504","6,778,180","7.44","7.73","16,669"
"Homicide","2018","Texas","1,145","28,624,564","4.00","4.02","36,456"
"Homicide","2018","Utah","34","3,155,153","1.08","1.09","1,106"
"Homicide","2018","Vermont","10**","624,802","1.60**","1.75**","239"
"Homicide","2018","Virginia","334","8,510,920","3.92","4.04","11,174"
"Homicide","2018","Washington","173","7,526,793","2.30","2.37","5,594"
"Homicide","2018","West Virginia","66","1,805,953","3.66","4.04","1,810"
"Homicide","2018","Wisconsin","153","5,809,319","2.63","2.93","5,105"
"Homicide","2018","Wyoming","13**","579,054","2.25**","2.46**","323"
"Homicide","2017","Alabama","506","4,877,989","10.37","10.91","15,820"
"Homicide","2017","Alaska","46","740,983","6.21","6.25","1,373"
"Homicide","2017","Arizona","304","7,048,088","4.31","4.47","9,363"
"Homicide","2017","Arkansas","192","3,003,855","6.39","6.82","5,927"
"Homicide","2017","California","1,435","39,337,785","3.65","3.66","45,223"
"Homicide","2017","Colorado","160","5,617,421","2.85","2.81","5,013"
"Homicide","2017","Connecticut","73","3,575,324","2.04","2.21","2,529"
"Homicide","2017","Delaware","57","957,942","5.95","6.22","2,065"
"Homicide","2017","District of Columbia","90","697,079","12.91","11.53","3,077"
"Homicide","2017","Florida","947","20,977,089","4.51","4.88","29,736"
"Homicide","2017","Georgia","666","10,417,031","6.39","6.42","22,019"
"Homicide","2017","Hawaii","--","1,425,763","--","--","--"
"Homicide","2017","Idaho","27","1,719,745","1.57","1.70","826"
"Homicide","2017","Illinois","934","12,779,893","7.31","7.53","34,152"
"Homicide","2017","Indiana","371","6,662,068","5.57","5.81","12,158"
"Homicide","2017","Iowa","64","3,143,734","2.04","2.15","1,997"
"Homicide","2017","Kansas","137","2,910,892","4.71","4.87","4,317"
"Homicide","2017","Kentucky","228","4,455,590","5.12","5.35","7,245"
"Homicide","2017","Louisiana","534","4,673,673","11.43","11.78","17,779"
"Homicide","2017","Maine","10**","1,335,743","0.75**","0.72**","223"
"Homicide","2017","Maryland","454","6,028,186","7.53","7.89","15,542"
"Homicide","2017","Massachusetts","103","6,863,560","1.50","1.58","3,724"
"Homicide","2017","Michigan","438","9,976,752","4.39","4.64","13,978"
"Homicide","2017","Minnesota","78","5,569,283","1.40","1.47","2,501"
"Homicide","2017","Mississippi","295","2,990,674","9.86","10.35","9,035"
"Homicide","2017","Missouri","564","6,111,382","9.23","9.71","18,075"
"Homicide","2017","Montana","21","1,053,862","1.99","2.18","547"
"Homicide","2017","Nebraska","29","1,916,998","1.51","1.59","923"
"Homicide","2017","Nevada","153","2,972,097","5.15","5.41","4,855"
"Homicide","2017","New Hampshire","--","1,350,395","--","--","--"
"Homicide","2017","New Jersey","261","8,888,147","2.94","3.14","8,798"
"Homicide","2017","New Mexico","101","2,092,844","4.83","5.17","3,145"
"Homicide","2017","New York","312","19,593,849","1.59","1.62","10,319"
"Homicide","2017","North Carolina","522","10,275,758","5.08","5.24","16,183"
"Homicide","2017","North Dakota","--","756,755","--","--","--"
"Homicide","2017","Ohio","621","11,665,706","5.32","5.68","20,642"
"Homicide","2017","Oklahoma","228","3,933,602","5.80","6.15","7,169"
"Homicide","2017","Oregon","73","4,147,294","1.76","1.85","2,018"
"Homicide","2017","Pennsylvania","602","12,794,679","4.71","5.03","20,567"
"Homicide","2017","Rhode Island","10**","1,056,554","0.95**","0.98**","362"
"Homicide","2017","South Carolina","338","5,027,102","6.72","7.10","10,550"
"Homicide","2017","South Dakota","11**","873,732","1.26**","1.46**","409"
"Homicide","2017","Tennessee","467","6,714,748","6.96","7.39","15,267"
"Homicide","2017","Texas","1,254","28,291,024","4.43","4.40","39,519"
"Homicide","2017","Utah","53","3,103,540","1.71","1.72","1,796"
"Homicide","2017","Vermont","--","625,132","--","--","--"
"Homicide","2017","Virginia","345","8,471,011","4.07","4.05","11,001"
"Homicide","2017","Washington","165","7,427,951","2.22","2.26","5,283"
"Homicide","2017","West Virginia","69","1,818,683","3.79","4.09","1,699"
"Homicide","2017","Wisconsin","159","5,793,147","2.75","2.91","5,181"
"Homicide","2017","Wyoming","--","579,994","--","--","--"
"Homicide","2016","Alabama","454","4,866,824","9.33","9.79","14,272"
"Homicide","2016","Alaska","45","742,575","6.06","6.15","1,542"
"Homicide","2016","Arizona","303","6,944,767","4.36","4.52","9,271"
"Homicide","2016","Arkansas","182","2,991,815","6.08","6.35","5,305"
"Homicide","2016","California","1,467","39,149,186","3.75","3.70","48,630"
"Homicide","2016","Colorado","161","5,543,844","2.90","2.90","5,066"
"Homicide","2016","Connecticut","55","3,579,830","1.54","1.64","1,934"
"Homicide","2016","Delaware","44","949,989","4.63","4.93","1,628"
"Homicide","2016","District of Columbia","98","687,576","14.25","12.30","3,501"
"Homicide","2016","Florida","992","20,627,237","4.81","5.26","32,284"
"Homicide","2016","Georgia","653","10,308,442","6.34","6.39","21,962"
"Homicide","2016","Hawaii","22","1,428,885","1.54","1.64","615"
"Homicide","2016","Idaho","15**","1,684,036","0.89**","1.04**","434"
"Homicide","2016","Illinois","944","12,821,709","7.36","7.55","34,264"
"Homicide","2016","Indiana","368","6,637,898","5.54","5.79","12,145"
"Homicide","2016","Iowa","49","3,133,210","1.56","1.66","1,602"
"Homicide","2016","Kansas","113","2,912,977","3.88","4.13","3,578"
"Homicide","2016","Kentucky","234","4,440,306","5.27","5.61","7,110"
"Homicide","2016","Louisiana","526","4,681,346","11.24","11.67","17,382"
"Homicide","2016","Maine","--","1,332,348","--","--","--"
"Homicide","2016","Maryland","436","6,007,014","7.26","7.60","15,145"
"Homicide","2016","Massachusetts","89","6,827,280","1.30","1.33","3,150"
"Homicide","2016","Michigan","482","9,954,117","4.84","5.11","15,704"
"Homicide","2016","Minnesota","83","5,525,360","1.50","1.56","2,634"
"Homicide","2016","Mississippi","282","2,990,595","9.43","9.81","9,146"
"Homicide","2016","Missouri","464","6,091,384","7.62","8.04","14,934"
"Homicide","2016","Montana","18**","1,042,137","1.73**","1.86**","388"
"Homicide","2016","Nebraska","45","1,906,483","2.36","2.49","1,220"
"Homicide","2016","Nevada","149","2,919,555","5.10","5.33","4,778"
"Homicide","2016","New Hampshire","--","1,343,694","--","--","--"
"Homicide","2016","New Jersey","297","8,873,584","3.35","3.60","10,293"
"Homicide","2016","New Mexico","113","2,092,555","5.40","5.71","3,609"
"Homicide","2016","New York","390","19,636,391","1.99","2.03","13,404"
"Homicide","2016","North Carolina","558","10,161,802","5.49","5.65","17,443"
"Homicide","2016","North Dakota","10**","756,114","1.32**","1.29**","369"
"Homicide","2016","Ohio","557","11,640,060","4.79","5.07","18,291"
"Homicide","2016","Oklahoma","238","3,928,143","6.06","6.39","7,131"
"Homicide","2016","Oregon","78","4,093,271","1.91","1.92","2,225"
"Homicide","2016","Pennsylvania","538","12,788,468","4.21","4.48","18,786"
"Homicide","2016","Rhode Island","13**","1,057,816","1.23**","1.11**","421"
"Homicide","2016","South Carolina","335","4,963,031","6.75","7.08","10,390"
"Homicide","2016","South Dakota","14**","863,693","1.62**","1.81**","493"
"Homicide","2016","Tennessee","434","6,651,277","6.53","6.73","13,936"
"Homicide","2016","Texas","1,222","27,914,064","4.38","4.37","39,272"
"Homicide","2016","Utah","48","3,044,241","1.58","1.52","1,593"
"Homicide","2016","Vermont","--","624,366","--","--","--"
"Homicide","2016","Virginia","353","8,417,651","4.19","4.28","11,260"
"Homicide","2016","Washington","146","7,299,961","2.00","2.00","4,417"
"Homicide","2016","West Virginia","78","1,832,435","4.26","4.62","2,276"
"Homicide","2016","Wisconsin","188","5,775,170","3.26","3.54","6,210"
"Homicide","2016","Wyoming","11**","585,243","1.88**","2.05**","211"
"Homicide","2015","Alabama","391","4,854,803","8.05","8.44","12,008"
"Homicide","2015","Alaska","42","738,430","5.69","5.27","1,408"
"Homicide","2015","Arizona","236","6,832,810","3.45","3.54","7,331"
"Homicide","2015","Arkansas","155","2,979,732","5.20","5.32","4,823"
"Homicide","2015","California","1,396","38,904,296","3.59","3.54","46,446"
"Homicide","2015","Colorado","137","5,454,328","2.51","2.47","4,111"
"Homicide","2015","Connecticut","80","3,588,561","2.23","2.44","2,528"
"Homicide","2015","Delaware","53","942,065","5.63","6.15","1,881"
"Homicide","2015","District of Columbia","105","677,014","15.51","12.63","3,836"
"Homicide","2015","Florida","880","20,219,111","4.35","4.66","28,273"
"Homicide","2015","Georgia","584","10,183,353","5.74","5.76","19,647"
"Homicide","2015","Hawaii","--","1,422,999","--","--","--"
"Homicide","2015","Idaho","22","1,652,495","1.33","1.30","437"
"Homicide","2015","Illinois","692","12,859,585","5.38","5.45","25,131"
"Homicide","2015","Indiana","294","6,611,442","4.45","4.61","10,153"
"Homicide","2015","Iowa","47","3,122,541","1.51","1.62","1,620"
"Homicide","2015","Kansas","95","2,910,717","3.26","3.36","3,181"
"Homicide","2015","Kentucky","174","4,429,126","3.93","3.95","5,111"
"Homicide","2015","Louisiana","456","4,666,998","9.77","9.98","14,895"
"Homicide","2015","Maine","14**","1,329,098","1.05**","1.14**","389"
"Homicide","2015","Maryland","445","5,988,528","7.43","7.74","15,365"
"Homicide","2015","Massachusetts","86","6,797,484","1.27","1.26","3,175"
"Homicide","2015","Michigan","436","9,934,483","4.39","4.73","13,973"
"Homicide","2015","Minnesota","92","5,484,002","1.68","1.77","3,053"
"Homicide","2015","Mississippi","264","2,990,231","8.83","9.12","7,173"
