"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Homicide","HI Native / Pacific Islander","New York","0**","9,549","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","North Carolina","0**","7,607","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","North Dakota","0**","689","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Ohio","0**","5,704","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Oklahoma","0**","8,307","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Oregon","--","18,207","--","--","--"
"2022","Homicide","HI Native / Pacific Islander","Pennsylvania","--","4,156","--","--","--"
"2022","Homicide","HI Native / Pacific Islander","Rhode Island","0**","689","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","South Carolina","--","3,377","--","--","--"
"2022","Homicide","HI Native / Pacific Islander","South Dakota","0**","796","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Tennessee","0**","4,236","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Texas","--","28,558","--","--","--"
"2022","Homicide","HI Native / Pacific Islander","Utah","--","35,994","--","--","--"
"2022","Homicide","HI Native / Pacific Islander","Vermont","0**","194","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Virginia","0**","6,483","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Washington","11**","59,064","18.62**","16.91**","357"
"2022","Homicide","HI Native / Pacific Islander","West Virginia","0**","426","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Wisconsin","0**","2,407","0.00**","0.00**","--"
"2022","Homicide","HI Native / Pacific Islander","Wyoming","0**","418","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Alabama","0**","89,921","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Alaska","--","53,389","--","--","--"
"2022","Homicide","More than One Race","Arizona","12**","168,966","7.10**","7.31**","425"
"2022","Homicide","More than One Race","Arkansas","--","65,622","--","--","--"
"2022","Homicide","More than One Race","California","41","1,176,462","3.49","3.70","1,440"
"2022","Homicide","More than One Race","Colorado","--","148,623","--","--","--"
"2022","Homicide","More than One Race","Connecticut","--","70,158","--","--","--"
"2022","Homicide","More than One Race","Delaware","0**","26,276","0.00**","0.00**","--"
"2022","Homicide","More than One Race","District of Columbia","0**","17,363","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Florida","12**","408,386","2.94**","3.01**","447"
"2022","Homicide","More than One Race","Georgia","--","226,701","--","--","--"
"2022","Homicide","More than One Race","Hawaii","--","288,108","--","--","--"
"2022","Homicide","More than One Race","Idaho","--","43,569","--","--","--"
"2022","Homicide","More than One Race","Illinois","--","227,886","--","--","--"
"2022","Homicide","More than One Race","Indiana","--","144,392","--","--","--"
"2022","Homicide","More than One Race","Iowa","--","61,257","--","--","--"
"2022","Homicide","More than One Race","Kansas","--","82,787","--","--","--"
"2022","Homicide","More than One Race","Kentucky","--","93,803","--","--","--"
"2022","Homicide","More than One Race","Louisiana","--","76,170","--","--","--"
"2022","Homicide","More than One Race","Maine","0**","25,224","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Maryland","--","164,881","--","--","--"
"2022","Homicide","More than One Race","Massachusetts","--","139,905","--","--","--"
"2022","Homicide","More than One Race","Michigan","14**","247,302","5.66**","5.93**","494"
"2022","Homicide","More than One Race","Minnesota","--","142,291","--","--","--"
"2022","Homicide","More than One Race","Mississippi","--","39,685","--","--","--"
"2022","Homicide","More than One Race","Missouri","--","148,812","--","--","--"
"2022","Homicide","More than One Race","Montana","0**","29,860","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Nebraska","0**","41,743","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Nevada","--","122,726","--","--","--"
"2022","Homicide","More than One Race","New Hampshire","0**","23,171","0.00**","0.00**","--"
"2022","Homicide","More than One Race","New Jersey","--","154,789","--","--","--"
"2022","Homicide","More than One Race","New Mexico","--","34,975","--","--","--"
"2022","Homicide","More than One Race","New York","--","382,887","--","--","--"
"2022","Homicide","More than One Race","North Carolina","--","236,470","--","--","--"
"2022","Homicide","More than One Race","North Dakota","0**","17,882","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Ohio","--","282,440","--","--","--"
"2022","Homicide","More than One Race","Oklahoma","17**","241,328","7.04**","6.67**","682"
"2022","Homicide","More than One Race","Oregon","--","151,345","--","--","--"
"2022","Homicide","More than One Race","Pennsylvania","--","246,753","--","--","--"
"2022","Homicide","More than One Race","Rhode Island","0**","24,867","0.00**","0.00**","--"
"2022","Homicide","More than One Race","South Carolina","--","103,064","--","--","--"
"2022","Homicide","More than One Race","South Dakota","--","22,090","--","--","--"
"2022","Homicide","More than One Race","Tennessee","11**","140,945","7.80**","5.61**","472"
"2022","Homicide","More than One Race","Texas","--","498,549","--","--","--"
"2022","Homicide","More than One Race","Utah","0**","79,404","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Vermont","0**","12,802","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Virginia","11**","258,308","4.26**","3.64**","483"
"2022","Homicide","More than One Race","Washington","12**","349,041","3.44**","4.02**","367"
"2022","Homicide","More than One Race","West Virginia","0**","35,976","0.00**","0.00**","--"
"2022","Homicide","More than One Race","Wisconsin","--","113,061","--","--","--"
"2022","Homicide","More than One Race","Wyoming","0**","11,434","0.00**","0.00**","--"
"2022","Legal Intervention","White","Alabama","--","3,283,664","--","--","--"
"2022","Legal Intervention","White","Arizona","14**","3,895,240","0.36**","0.39**","279"
"2022","Legal Intervention","White","Arkansas","--","2,161,415","--","--","--"
"2022","Legal Intervention","White","California","24","13,554,876","0.18","0.18","591"
"2022","Legal Intervention","White","Colorado","15**","3,881,878","0.39**","0.37**","401"
"2022","Legal Intervention","White","Connecticut","--","2,315,721","--","--","--"
"2022","Legal Intervention","White","Delaware","--","610,978","--","--","--"
"2022","Legal Intervention","White","District of Columbia","0**","252,150","0.00**","0.00**","--"
"2022","Legal Intervention","White","Florida","12**","11,642,694","0.10**","0.11**","233"
"2022","Legal Intervention","White","Georgia","--","5,500,388","--","--","--"
"2022","Legal Intervention","White","Idaho","--","1,564,996","--","--","--"
"2022","Legal Intervention","White","Illinois","--","7,483,551","--","--","--"
"2022","Legal Intervention","White","Indiana","10**","5,264,074","0.19**","0.23**","313"
"2022","Legal Intervention","White","Iowa","--","2,679,799","--","--","--"
"2022","Legal Intervention","White","Kansas","--","2,183,438","--","--","--"
"2022","Legal Intervention","White","Kentucky","11**","3,754,388","0.29**","0.31**","231"
"2022","Legal Intervention","White","Louisiana","--","2,652,879","--","--","--"
"2022","Legal Intervention","White","Maine","--","1,277,208","--","--","--"
"2022","Legal Intervention","White","Maryland","--","2,976,069","--","--","--"
"2022","Legal Intervention","White","Massachusetts","--","4,856,171","--","--","--"
"2022","Legal Intervention","White","Minnesota","--","4,438,142","--","--","--"
"2022","Legal Intervention","White","Mississippi","--","1,647,390","--","--","--"
"2022","Legal Intervention","White","Missouri","14**","4,845,098","0.29**","0.32**","375"
"2022","Legal Intervention","White","Montana","--","957,643","--","--","--"
"2022","Legal Intervention","White","Nebraska","--","1,514,050","--","--","--"
"2022","Legal Intervention","White","Nevada","--","1,452,282","--","--","--"
"2022","Legal Intervention","White","New Hampshire","--","1,238,534","--","--","--"
"2022","Legal Intervention","White","New Mexico","--","754,687","--","--","--"
"2022","Legal Intervention","White","North Carolina","11**","6,584,019","0.17**","0.16**","236"
"2022","Legal Intervention","White","Ohio","17**","9,087,163","0.19**","0.21**","314"
"2022","Legal Intervention","White","Oregon","18**","3,118,334","0.58**","0.62**","438"
"2022","Legal Intervention","White","Pennsylvania","11**","9,662,619","0.11**","0.12**","274"
"2022","Legal Intervention","White","Rhode Island","0**","764,338","0.00**","0.00**","--"
"2022","Legal Intervention","White","South Carolina","--","3,352,165","--","--","--"
"2022","Legal Intervention","White","South Dakota","--","734,240","--","--","--"
"2022","Legal Intervention","White","Tennessee","--","5,141,367","--","--","--"
"2022","Legal Intervention","White","Texas","21","11,939,611","0.18","0.18","432"
"2022","Legal Intervention","White","Utah","--","2,592,896","--","--","--"
"2022","Legal Intervention","White","Vermont","--","594,892","--","--","--"
"2022","Legal Intervention","White","Virginia","--","5,196,054","--","--","--"
"2022","Legal Intervention","White","Washington","13**","5,071,894","0.26**","0.27**","351"
"2022","Legal Intervention","White","West Virginia","--","1,618,266","--","--","--"
"2022","Legal Intervention","White","Wisconsin","--","4,720,083","--","--","--"
"2022","Legal Intervention","White","Wyoming","--","482,967","--","--","--"
"2022","Legal Intervention","Black","Alabama","--","1,341,182","--","--","--"
"2022","Legal Intervention","Black","Arizona","--","350,020","--","--","--"
"2022","Legal Intervention","Black","Arkansas","--","466,938","--","--","--"
"2022","Legal Intervention","Black","California","12**","2,177,612","0.55**","0.54**","334"
"2022","Legal Intervention","Black","Colorado","--","241,142","--","--","--"
"2022","Legal Intervention","Black","Delaware","--","228,813","--","--","--"
"2022","Legal Intervention","Black","District of Columbia","--","291,274","--","--","--"
"2022","Legal Intervention","Black","Florida","--","3,429,201","--","--","--"
"2022","Legal Intervention","Black","Georgia","13**","3,502,283","0.37**","0.33**","476"
"2022","Legal Intervention","Black","Hawaii","0**","28,043","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Idaho","0**","15,413","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Illinois","--","1,773,951","--","--","--"
"2022","Legal Intervention","Black","Indiana","--","675,424","--","--","--"
"2022","Legal Intervention","Black","Kentucky","--","378,394","--","--","--"
"2022","Legal Intervention","Black","Louisiana","--","1,477,731","--","--","--"
"2022","Legal Intervention","Black","Maine","0**","25,928","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Maryland","--","1,873,368","--","--","--"
"2022","Legal Intervention","Black","Massachusetts","--","526,455","--","--","--"
"2022","Legal Intervention","Black","Michigan","--","1,381,727","--","--","--"
"2022","Legal Intervention","Black","Minnesota","--","423,114","--","--","--"
"2022","Legal Intervention","Black","Mississippi","--","1,098,629","--","--","--"
"2022","Legal Intervention","Black","Nebraska","--","98,369","--","--","--"
"2022","Legal Intervention","Black","Nevada","--","309,116","--","--","--"
"2022","Legal Intervention","Black","New Hampshire","0**","22,345","0.00**","0.00**","--"
"2022","Legal Intervention","Black","New Mexico","--","41,637","--","--","--"
"2022","Legal Intervention","Black","New York","--","2,837,505","--","--","--"
"2022","Legal Intervention","Black","North Carolina","14**","2,267,145","0.62**","0.63**","462"
"2022","Legal Intervention","Black","North Dakota","0**","26,754","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Ohio","--","1,514,821","--","--","--"
"2022","Legal Intervention","Black","Oregon","--","86,653","--","--","--"
"2022","Legal Intervention","Black","Pennsylvania","--","1,403,451","--","--","--"
"2022","Legal Intervention","Black","South Carolina","--","1,354,319","--","--","--"
"2022","Legal Intervention","Black","South Dakota","0**","22,206","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Tennessee","--","1,153,620","--","--","--"
"2022","Legal Intervention","Black","Texas","23","3,741,618","0.62","0.57","662"
"2022","Legal Intervention","Black","Utah","0**","41,138","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Vermont","0**","9,071","0.00**","0.00**","--"
"2022","Legal Intervention","Black","Virginia","--","1,664,108","--","--","--"
"2022","Legal Intervention","Black","Washington","--","323,768","--","--","--"
"2022","Legal Intervention","Black","Wisconsin","--","369,629","--","--","--"
"2022","Legal Intervention","Black","Wyoming","--","6,004","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Alabama","0**","28,072","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","Alaska","--","109,120","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Arizona","--","274,326","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Arkansas","0**","24,107","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","California","0**","158,722","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","Michigan","--","57,106","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Montana","--","65,967","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Nebraska","0**","16,137","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","New Mexico","--","185,093","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","New York","0**","59,252","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","North Dakota","--","37,660","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Ohio","0**","22,750","0.00**","0.00**","--"
"2022","Legal Intervention","American Indian / Alaska Native","Oregon","--","46,042","--","--","--"
"2022","Legal Intervention","American Indian / Alaska Native","Pennsylvania","0**","18,931","0.00**","0.00**","--"
