"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Van Buren County, Arkansas",5141,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,88
HIV diagnoses,"Washington County, Arkansas",5143,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,6,90.1,"6,660"
HIV diagnoses,"White County, Arkansas",5145,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,825"
HIV diagnoses,"Woodruff County, Arkansas",5147,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,406"
HIV diagnoses,"Yell County, Arkansas",5149,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,308
HIV diagnoses,"Alameda County, California",6001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,76,51.6,"147,238"
HIV diagnoses,"Alpine County, California",6003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,3
HIV diagnoses,"Amador County, California",6005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,967
HIV diagnoses,"Butte County, California",6007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,948"
HIV diagnoses,"Calaveras County, California",6009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,359
HIV diagnoses,"Colusa County, California",6011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,195
HIV diagnoses,"Contra Costa County, California",6013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,28,32.7,"85,609"
HIV diagnoses,"Del Norte County, California",6015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,869
HIV diagnoses,"El Dorado County, California",6017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,513"
HIV diagnoses,"Fresno County, California",6019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,10,26.9,"37,137"
HIV diagnoses,"Glenn County, California",6021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,197
HIV diagnoses,"Humboldt County, California",6023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,445"
HIV diagnoses,"Imperial County, California",6025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,085"
HIV diagnoses,"Inyo County, California",6027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,143
HIV diagnoses,"Kern County, California",6029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,22,57.6,"38,204"
HIV diagnoses,"Kings County, California",6031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,536"
HIV diagnoses,"Lake County, California",6033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,992
HIV diagnoses,"Lassen County, California",6035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,382"
HIV diagnoses,"Los Angeles County, California",6037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,319,46.1,"692,554"
HIV diagnoses,"Madera County, California",6039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,403"
HIV diagnoses,"Marin County, California",6041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,960"
HIV diagnoses,"Mariposa County, California",6043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,177
HIV diagnoses,"Mendocino County, California",6045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,591
HIV diagnoses,"Merced County, California",6047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,828"
HIV diagnoses,"Modoc County, California",6049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,93
HIV diagnoses,"Mono County, California",6051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,95
HIV diagnoses,"Monterey County, California",6053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,683"
HIV diagnoses,"Napa County, California",6055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,529"
HIV diagnoses,"Nevada County, California",6057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,427
HIV diagnoses,"Orange County, California",6059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,13,28.4,"45,707"
HIV diagnoses,"Placer County, California",6061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,894"
HIV diagnoses,"Plumas County, California",6063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,172
HIV diagnoses,"Riverside County, California",6065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,38,29.1,"130,371"
HIV diagnoses,"Sacramento County, California",6067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,35,27.8,"125,691"
HIV diagnoses,"San Benito County, California",6069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,552
HIV diagnoses,"San Bernardino County, California",6071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,60,41.2,"145,579"
HIV diagnoses,"San Diego County, California",6073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,44,32.8,"134,117"
HIV diagnoses,"San Francisco County, California",6075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,29,73.5,"39,478"
HIV diagnoses,"San Joaquin County, California",6077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,22,49.2,"44,748"
HIV diagnoses,"San Luis Obispo County, California",6079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,519"
HIV diagnoses,"San Mateo County, California",6081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,3,19.4,"15,499"
HIV diagnoses,"Santa Barbara County, California",6083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"7,016"
HIV diagnoses,"Santa Clara County, California",6085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,18,45.7,"39,355"
HIV diagnoses,"Santa Cruz County, California",6087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,381"
HIV diagnoses,"Shasta County, California",6089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,554"
HIV diagnoses,"Sierra County, California",6091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Siskiyou County, California",6093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,519
HIV diagnoses,"Solano County, California",6095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,15,28.4,"52,873"
HIV diagnoses,"Sonoma County, California",6097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,870"
HIV diagnoses,"Stanislaus County, California",6099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"12,245"
HIV diagnoses,"Sutter County, California",6101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,730"
HIV diagnoses,"Tehama County, California",6103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,416
HIV diagnoses,"Trinity County, California",6105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,66
HIV diagnoses,"Tulare County, California",6107,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,652"
HIV diagnoses,"Tuolumne County, California",6109,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,969
HIV diagnoses,"Ventura County, California",6111,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,2,15.2,"13,170"
HIV diagnoses,"Yolo County, California",6113,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,609"
HIV diagnoses,"Yuba County, California",6115,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,332"
HIV diagnoses,"Adams County, Colorado",8001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,37,"13,517"
HIV diagnoses,"Alamosa County, Colorado",8003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,153
HIV diagnoses,"Arapahoe County, Colorado",8005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,18,31.5,"57,127"
HIV diagnoses,"Archuleta County, Colorado",8007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,66
HIV diagnoses,"Baca County, Colorado",8009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,26
HIV diagnoses,"Bent County, Colorado",8011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,386
HIV diagnoses,"Boulder County, Colorado",8013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,815"
HIV diagnoses,"Broomfield County, Colorado",8014,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,775
HIV diagnoses,"Chaffee County, Colorado",8015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,320
HIV diagnoses,"Cheyenne County, Colorado",8017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,11
HIV diagnoses,"Clear Creek County, Colorado",8019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,69
HIV diagnoses,"Conejos County, Colorado",8021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,33
HIV diagnoses,"Costilla County, Colorado",8023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,28
HIV diagnoses,"Crowley County, Colorado",8025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,631
HIV diagnoses,"Custer County, Colorado",8027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,63
HIV diagnoses,"Delta County, Colorado",8029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,184
HIV diagnoses,"Denver County, Colorado",8031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,33,61,"54,098"
HIV diagnoses,"Dolores County, Colorado",8033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,5
HIV diagnoses,"Douglas County, Colorado",8035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,380"
