"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Scott County, Arkansas","05127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,525"
"HIV diagnoses","Searcy County, Arkansas","05129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,782"
"HIV diagnoses","Sebastian County, Arkansas","05131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13","12.3","105,863"
"HIV diagnoses","Sevier County, Arkansas","05133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,467"
"HIV diagnoses","Sharp County, Arkansas","05135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,809"
"HIV diagnoses","Stone County, Arkansas","05137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,909"
"HIV diagnoses","Union County, Arkansas","05139","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","32,035"
"HIV diagnoses","Van Buren County, Arkansas","05141","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,319"
"HIV diagnoses","Washington County, Arkansas","05143","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","7.1","197,564"
"HIV diagnoses","White County, Arkansas","05145","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","65,726"
"HIV diagnoses","Woodruff County, Arkansas","05147","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,435"
"HIV diagnoses","Yell County, Arkansas","05149","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,710"
"HIV diagnoses","Alameda County, California","06001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","217","15.3","1,421,865"
"HIV diagnoses","Alpine County, California","06003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","985"
"HIV diagnoses","Amador County, California","06005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","35,412"
"HIV diagnoses","Butte County, California","06007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","5.3","187,073"
"HIV diagnoses","Calaveras County, California","06009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","40,662"
"HIV diagnoses","Colusa County, California","06011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","28.8","17,361"
"HIV diagnoses","Contra Costa County, California","06013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","98","10.1","971,718"
"HIV diagnoses","Del Norte County, California","06015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","23,669"
"HIV diagnoses","El Dorado County, California","06017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5","3.0","166,963"
"HIV diagnoses","Fresno County, California","06019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","115","14.5","793,094"
"HIV diagnoses","Glenn County, California","06021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","23,000"
"HIV diagnoses","Humboldt County, California","06023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","5.1","117,359"
"HIV diagnoses","Imperial County, California","06025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","31","21.7","142,791"
"HIV diagnoses","Inyo County, California","06027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,289"
"HIV diagnoses","Kern County, California","06029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","180","25.3","712,079"
"HIV diagnoses","Kings County, California","06031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9","7.4","122,421"
"HIV diagnoses","Lake County, California","06033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","54,546"
"HIV diagnoses","Lassen County, California","06035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","26,821"
"HIV diagnoses","Los Angeles County, California","06037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,537","18.1","8,475,589"
"HIV diagnoses","Madera County, California","06039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","5.6","125,724"
"HIV diagnoses","Marin County, California","06041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","6.2","224,375"
"HIV diagnoses","Mariposa County, California","06043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,148"
"HIV diagnoses","Mendocino County, California","06045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","73,735"
"HIV diagnoses","Merced County, California","06047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","28","12.8","219,097"
"HIV diagnoses","Modoc County, California","06049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,630"
"HIV diagnoses","Mono County, California","06051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,640"
"HIV diagnoses","Monterey County, California","06053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","28","8.0","351,699"
"HIV diagnoses","Napa County, California","06055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","8.4","118,536"
"HIV diagnoses","Nevada County, California","06057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","87,830"
"HIV diagnoses","Orange County, California","06059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","247","9.2","2,681,777"
"HIV diagnoses","Placer County, California","06061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12","3.6","337,662"
"HIV diagnoses","Plumas County, California","06063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,700"
"HIV diagnoses","Riverside County, California","06065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","266","13.1","2,032,422"
"HIV diagnoses","Sacramento County, California","06067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","147","11.4","1,289,539"
"HIV diagnoses","San Benito County, California","06069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","51,461"
"HIV diagnoses","San Bernardino County, California","06071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","295","16.7","1,769,183"
"HIV diagnoses","San Diego County, California","06073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","383","13.6","2,810,930"
"HIV diagnoses","San Francisco County, California","06075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","208","26.3","790,061"
"HIV diagnoses","San Joaquin County, California","06077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","74","12.0","615,501"
"HIV diagnoses","San Luis Obispo County, California","06079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","5.7","247,561"
"HIV diagnoses","San Mateo County, California","06081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","53","8.1","653,977"
"HIV diagnoses","Santa Barbara County, California","06083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","37","9.9","373,596"
"HIV diagnoses","Santa Clara County, California","06085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","158","9.7","1,625,641"
"HIV diagnoses","Santa Cruz County, California","06087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12","5.1","236,307"
"HIV diagnoses","Shasta County, California","06089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6","4.0","151,828"
"HIV diagnoses","Sierra County, California","06091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,603"
"HIV diagnoses","Siskiyou County, California","06093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","37,406"
"HIV diagnoses","Solano County, California","06095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","40","10.6","376,525"
"HIV diagnoses","Sonoma County, California","06097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","24","5.6","425,509"
"HIV diagnoses","Stanislaus County, California","06099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","40","9.0","443,506"
"HIV diagnoses","Sutter County, California","06101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","10.1","79,178"
"HIV diagnoses","Tehama County, California","06103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","54,149"
"HIV diagnoses","Trinity County, California","06105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,843"
"HIV diagnoses","Tulare County, California","06107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","32","8.8","363,872"
"HIV diagnoses","Tuolumne County, California","06109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","47,787"
"HIV diagnoses","Ventura County, California","06111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","46","6.5","709,954"
"HIV diagnoses","Yolo County, California","06113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","21","11.2","187,663"
