Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,ND,7.8,6.3,9.3,NA,13500,"CDC, Behavioral Risk Factor Surveillance System",NA,27,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NE,7.9,6.8,9,NA,35800,"CDC, Behavioral Risk Factor Surveillance System",NA,29.2,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NH,12.1,10.4,13.7,NA,47400,"CDC, Behavioral Risk Factor Surveillance System",NA,34.9,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NJ,8.3,7.1,9.5,NA,205500,"CDC, Behavioral Risk Factor Surveillance System",NA,31.8,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NM,9.3,7.7,10.9,NA,46200,"CDC, Behavioral Risk Factor Surveillance System",NA,26.6,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NV,10.1,7.6,12.5,NA,78800,"CDC, Behavioral Risk Factor Surveillance System",NA,35.2,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,NY,10.6,9.7,11.5,NA,544100,"CDC, Behavioral Risk Factor Surveillance System",NA,34.8,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,OH,11.4,10.2,12.6,NA,337500,"CDC, Behavioral Risk Factor Surveillance System",NA,35.3,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,OK,11.6,9.8,13.5,NA,107600,"CDC, Behavioral Risk Factor Surveillance System",NA,33,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,OR,12.6,10.7,14.5,NA,131400,"CDC, Behavioral Risk Factor Surveillance System",NA,34.8,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,PA,9.9,8.3,11.4,NA,330400,"CDC, Behavioral Risk Factor Surveillance System",NA,31.1,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,RI,13.2,11.4,14.9,NA,37400,"CDC, Behavioral Risk Factor Surveillance System",NA,33.5,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,SC,9.8,8.5,11.1,NA,127700,"CDC, Behavioral Risk Factor Surveillance System",NA,34.3,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,SD,9.6,7,12.3,NA,19900,"CDC, Behavioral Risk Factor Surveillance System",NA,35.6,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,TN,11.2,9.3,13.2,NA,196900,"CDC, Behavioral Risk Factor Surveillance System",NA,35.3,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,TX,9.8,8.1,11.4,NA,678500,"CDC, Behavioral Risk Factor Surveillance System",NA,36.6,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,UT,9.4,8.2,10.6,NA,62500,"CDC, Behavioral Risk Factor Surveillance System",NA,27,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,VA,10.8,9.4,12.2,NA,238200,"CDC, Behavioral Risk Factor Surveillance System",NA,36,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,VT,12.3,10.4,14.1,NA,21100,"CDC, Behavioral Risk Factor Surveillance System",NA,34.3,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,WA,10.6,9.5,11.8,NA,202200,"CDC, Behavioral Risk Factor Surveillance System",NA,31.5,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,WI,13,11,15,NA,197300,"CDC, Behavioral Risk Factor Surveillance System",NA,39.6,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,WV,13.2,11.6,14.8,NA,61500,"CDC, Behavioral Risk Factor Surveillance System",NA,35.9,,
2021,Asthma - Ages 45-64,Percentage of adults,Percentage of adults ages 45-64 who reported being told by a health professional that they currently have asthma,WY,10.1,8.1,12.1,NA,14000,"CDC, Behavioral Risk Factor Surveillance System",NA,32.4,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,AK,8,6.2,9.9,NA,8100,"CDC, Behavioral Risk Factor Surveillance System",NA,16.4,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,AL,9,7.1,10.8,NA,82900,"CDC, Behavioral Risk Factor Surveillance System",NA,21,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,ALL,8.6,8.2,8.9,NA,4626400,"CDC, Behavioral Risk Factor Surveillance System",NA,19.6,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,AR,7.4,6.1,8.7,NA,40700,"CDC, Behavioral Risk Factor Surveillance System",NA,19.6,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,AZ,8.1,6.9,9.3,NA,109400,"CDC, Behavioral Risk Factor Surveillance System",NA,21.1,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,CA,8.9,6.9,11,NA,555400,"CDC, Behavioral Risk Factor Surveillance System",NA,20.6,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,CO,9.3,7.8,10.7,NA,85200,"CDC, Behavioral Risk Factor Surveillance System",NA,17.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,CT,8,6.3,9.6,NA,53800,"CDC, Behavioral Risk Factor Surveillance System",NA,17.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,DC,9.9,7.4,12.5,NA,8800,"CDC, Behavioral Risk Factor Surveillance System",NA,13.7,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,DE,7.8,5.8,9.7,NA,15900,"CDC, Behavioral Risk Factor Surveillance System",NA,20.5,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,GA,7.3,6.1,8.5,NA,120800,"CDC, Behavioral Risk Factor Surveillance System",NA,15.6,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,HI,8.2,6.5,9.9,NA,23500,"CDC, Behavioral Risk Factor Surveillance System",NA,25.3,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,IA,7,5.9,8.1,NA,41100,"CDC, Behavioral Risk Factor Surveillance System",NA,18.3,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,ID,9.5,8,10.9,NA,30400,"CDC, Behavioral Risk Factor Surveillance System",NA,21.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,IL,8,5.1,10.9,NA,174200,"CDC, Behavioral Risk Factor Surveillance System",NA,20.2,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,IN,9.2,8.1,10.4,NA,106800,"CDC, Behavioral Risk Factor Surveillance System",NA,19.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,KS,8.1,7.3,9,NA,41000,"CDC, Behavioral Risk Factor Surveillance System",NA,17.4,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,KY,9.6,7.7,11.6,NA,77300,"CDC, Behavioral Risk Factor Surveillance System",NA,18.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,LA,7.9,6.1,9.6,NA,61600,"CDC, Behavioral Risk Factor Surveillance System",NA,17.9,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MA,11.6,9.3,13.9,NA,148200,"CDC, Behavioral Risk Factor Surveillance System",NA,22.4,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MD,8.1,7,9.1,NA,84800,"CDC, Behavioral Risk Factor Surveillance System",NA,18.8,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,ME,9.9,8.7,11,NA,30100,"CDC, Behavioral Risk Factor Surveillance System",NA,21.7,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MI,8.9,7.7,10.1,NA,167100,"CDC, Behavioral Risk Factor Surveillance System",NA,18.4,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MN,7.9,7,8.8,NA,78100,"CDC, Behavioral Risk Factor Surveillance System",NA,20.2,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MO,7,5.9,8.2,NA,79400,"CDC, Behavioral Risk Factor Surveillance System",NA,17.7,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MS,7.8,6.1,9.6,NA,40100,"CDC, Behavioral Risk Factor Surveillance System",NA,17.7,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,MT,8.1,6.8,9.4,NA,18100,"CDC, Behavioral Risk Factor Surveillance System",NA,21.6,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,NC,7.3,5.6,9,NA,137200,"CDC, Behavioral Risk Factor Surveillance System",NA,19.1,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,ND,6.9,5.8,8.1,NA,9000,"CDC, Behavioral Risk Factor Surveillance System",NA,18,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,NE,7.2,6.3,8.1,NA,24200,"CDC, Behavioral Risk Factor Surveillance System",NA,19.8,,
2021,Asthma - Ages 65+,Percentage of adults,Percentage of adults ages 65 and older who reported being told by a health professional that they currently have asthma,NH,10,8.6,11.3,NA,27400,"CDC, Behavioral Risk Factor Surveillance System",NA,20.1,,
