"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Amador County, California",6005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,332"
HIV diagnoses,"Butte County, California",6007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"66,874"
HIV diagnoses,"Calaveras County, California",6009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"21,351"
HIV diagnoses,"Colusa County, California",6011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,735"
HIV diagnoses,"Contra Costa County, California",6013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,8,2.4,"340,174"
HIV diagnoses,"Del Norte County, California",6015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,137"
HIV diagnoses,"El Dorado County, California",6017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"74,982"
HIV diagnoses,"Fresno County, California",6019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,2.6,"228,639"
HIV diagnoses,"Glenn County, California",6021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,182"
HIV diagnoses,"Humboldt County, California",6023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"42,755"
HIV diagnoses,"Imperial County, California",6025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"42,394"
HIV diagnoses,"Inyo County, California",6027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,140"
HIV diagnoses,"Kern County, California",6029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,10,5.1,"195,491"
HIV diagnoses,"Kings County, California",6031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"30,620"
HIV diagnoses,"Lake County, California",6033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,984"
HIV diagnoses,"Lassen County, California",6035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,421"
HIV diagnoses,"Los Angeles County, California",6037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,131,5,"2,618,251"
HIV diagnoses,"Madera County, California",6039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"39,800"
HIV diagnoses,"Marin County, California",6041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"98,509"
HIV diagnoses,"Mariposa County, California",6043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,950"
HIV diagnoses,"Mendocino County, California",6045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"32,222"
HIV diagnoses,"Merced County, California",6047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"59,522"
HIV diagnoses,"Modoc County, California",6049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,803"
HIV diagnoses,"Mono County, California",6051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,658"
HIV diagnoses,"Monterey County, California",6053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"109,052"
HIV diagnoses,"Napa County, California",6055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"45,956"
HIV diagnoses,"Nevada County, California",6057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"44,916"
HIV diagnoses,"Orange County, California",6059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,21,2.4,"891,820"
HIV diagnoses,"Placer County, California",6061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"133,396"
HIV diagnoses,"Plumas County, California",6063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,017"
HIV diagnoses,"Riverside County, California",6065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,26,4,"650,294"
HIV diagnoses,"Sacramento County, California",6067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,16,3.9,"412,746"
HIV diagnoses,"San Benito County, California",6069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,808"
HIV diagnoses,"San Bernardino County, California",6071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,33,6.5,"506,008"
HIV diagnoses,"San Diego County, California",6073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,49,5.6,"877,892"
HIV diagnoses,"San Francisco County, California",6075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,27,11.1,"242,696"
HIV diagnoses,"San Joaquin County, California",6077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,12,6.5,"184,682"
HIV diagnoses,"San Luis Obispo County, California",6079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"96,755"
HIV diagnoses,"San Mateo County, California",6081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,4,1.8,"226,064"
HIV diagnoses,"Santa Barbara County, California",6083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"119,932"
HIV diagnoses,"Santa Clara County, California",6085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,15,3,"495,911"
HIV diagnoses,"Santa Cruz County, California",6087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"82,961"
HIV diagnoses,"Shasta County, California",6089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"63,629"
HIV diagnoses,"Sierra County, California",6091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,460"
HIV diagnoses,"Siskiyou County, California",6093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,351"
HIV diagnoses,"Solano County, California",6095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"132,845"
HIV diagnoses,"Sonoma County, California",6097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"171,386"
HIV diagnoses,"Stanislaus County, California",6099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"135,276"
HIV diagnoses,"Sutter County, California",6101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"26,887"
HIV diagnoses,"Tehama County, California",6103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"22,140"
HIV diagnoses,"Trinity County, California",6105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,786"
HIV diagnoses,"Tulare County, California",6107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"100,318"
HIV diagnoses,"Tuolumne County, California",6109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,154"
HIV diagnoses,"Ventura County, California",6111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,2,0.8,"248,355"
HIV diagnoses,"Yolo County, California",6113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"50,857"
HIV diagnoses,"Yuba County, California",6115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,127"
HIV diagnoses,"Adams County, Colorado",8001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"111,432"
HIV diagnoses,"Alamosa County, Colorado",8003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,092"
HIV diagnoses,"Arapahoe County, Colorado",8005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,7,4.2,"168,226"
HIV diagnoses,"Archuleta County, Colorado",8007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,268"
HIV diagnoses,"Baca County, Colorado",8009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,434"
HIV diagnoses,"Bent County, Colorado",8011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,749"
HIV diagnoses,"Boulder County, Colorado",8013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"89,670"
HIV diagnoses,"Broomfield County, Colorado",8014,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,522"
HIV diagnoses,"Chaffee County, Colorado",8015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,564"
HIV diagnoses,"Cheyenne County, Colorado",8017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,668
HIV diagnoses,"Clear Creek County, Colorado",8019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,845"
HIV diagnoses,"Conejos County, Colorado",8021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,747"
HIV diagnoses,"Costilla County, Colorado",8023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,708"
HIV diagnoses,"Crowley County, Colorado",8025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,468"
HIV diagnoses,"Custer County, Colorado",8027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,832"
HIV diagnoses,"Delta County, Colorado",8029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,228"
HIV diagnoses,"Denver County, Colorado",8031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,10,6.4,"157,274"
HIV diagnoses,"Dolores County, Colorado",8033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,863
HIV diagnoses,"Douglas County, Colorado",8035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"88,918"
HIV diagnoses,"Eagle County, Colorado",8037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,766"
HIV diagnoses,"Elbert County, Colorado",8039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,622"
HIV diagnoses,"El Paso County, Colorado",8041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,4,2.2,"179,940"
HIV diagnoses,"Fremont County, Colorado",8043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"17,702"
HIV diagnoses,"Garfield County, Colorado",8045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,024"
HIV diagnoses,"Gilpin County, Colorado",8047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,445"
HIV diagnoses,"Grand County, Colorado",8049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,778"
HIV diagnoses,"Gunnison County, Colorado",8051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,512"
HIV diagnoses,"Hinsdale County, Colorado",8053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,370
HIV diagnoses,"Huerfano County, Colorado",8055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,500"
HIV diagnoses,"Jackson County, Colorado",8057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,569
HIV diagnoses,"Jefferson County, Colorado",8059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,2,1.1,"181,275"
HIV diagnoses,"Kiowa County, Colorado",8061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,570
HIV diagnoses,"Kit Carson County, Colorado",8063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,503"
HIV diagnoses,"Lake County, Colorado",8065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,143"
HIV diagnoses,"La Plata County, Colorado",8067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,975"
HIV diagnoses,"Larimer County, Colorado",8069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"101,495"
HIV diagnoses,"Las Animas County, Colorado",8071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,819"
HIV diagnoses,"Lincoln County, Colorado",8073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,718"
HIV diagnoses,"Logan County, Colorado",8075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,922"
HIV diagnoses,"Mesa County, Colorado",8077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"52,107"
HIV diagnoses,"Mineral County, Colorado",8079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,375
HIV diagnoses,"Moffat County, Colorado",8081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,955"
HIV diagnoses,"Montezuma County, Colorado",8083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,202"
HIV diagnoses,"Montrose County, Colorado",8085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,731"
HIV diagnoses,"Morgan County, Colorado",8087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,072"
HIV diagnoses,"Otero County, Colorado",8089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,168"
HIV diagnoses,"Ouray County, Colorado",8091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,422"
HIV diagnoses,"Park County, Colorado",8093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,331"
HIV diagnoses,"Phillips County, Colorado",8095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,569"
HIV diagnoses,"Pitkin County, Colorado",8097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,407"
HIV diagnoses,"Prowers County, Colorado",8099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,816"
HIV diagnoses,"Pueblo County, Colorado",8101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"54,478"
HIV diagnoses,"Rio Blanco County, Colorado",8103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,983"
HIV diagnoses,"Rio Grande County, Colorado",8105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,970"
