Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2021","Alaska","02","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","310"
"PrEP coverage and number of persons prescribed","2021","Alaska","02","35-44","All races/ethnicities","Both sexes","80","34.8","230"
"PrEP coverage and number of persons prescribed","2021","American Samoa","60","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","American Samoa","60","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","American Samoa","60","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","American Samoa","60","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Arizona","04","25-34","All races/ethnicities","Both sexes","2,543","26.3","9,680"
"PrEP coverage and number of persons prescribed","2021","Arizona","04","13-24","All races/ethnicities","Both sexes","779","15.1","5,160"
"PrEP coverage and number of persons prescribed","2021","Arizona","04","45-54","All races/ethnicities","Both sexes","889","26.7","3,330"
"PrEP coverage and number of persons prescribed","2021","Arizona","04","35-44","All races/ethnicities","Both sexes","1,578","30.3","5,200"
"PrEP coverage and number of persons prescribed","2021","Arkansas","05","25-34","All races/ethnicities","Both sexes","502","27.3","1,840"
"PrEP coverage and number of persons prescribed","2021","Arkansas","05","13-24","All races/ethnicities","Both sexes","192","13.5","1,420"
"PrEP coverage and number of persons prescribed","2021","Arkansas","05","45-54","All races/ethnicities","Both sexes","168","26.3","640"
"PrEP coverage and number of persons prescribed","2021","Arkansas","05","35-44","All races/ethnicities","Both sexes","300","34.1","880"
"PrEP coverage and number of persons prescribed","2021","California","06","25-34","All races/ethnicities","Both sexes","20,195","33.0","61,120"
"PrEP coverage and number of persons prescribed","2021","California","06","13-24","All races/ethnicities","Both sexes","5,374","16.8","31,980"
"PrEP coverage and number of persons prescribed","2021","California","06","45-54","All races/ethnicities","Both sexes","6,403","27.6","23,190"
"PrEP coverage and number of persons prescribed","2021","California","06","35-44","All races/ethnicities","Both sexes","13,076","39.6","32,990"
"PrEP coverage and number of persons prescribed","2021","Colorado","08","25-34","All races/ethnicities","Both sexes","2,715","26.0","10,450"
"PrEP coverage and number of persons prescribed","2021","Colorado","08","13-24","All races/ethnicities","Both sexes","846","16.6","5,100"
"PrEP coverage and number of persons prescribed","2021","Colorado","08","45-54","All races/ethnicities","Both sexes","681","30.0","2,270"
"PrEP coverage and number of persons prescribed","2021","Colorado","08","35-44","All races/ethnicities","Both sexes","1,512","29.3","5,160"
"PrEP coverage and number of persons prescribed","2021","Connecticut","09","25-34","All races/ethnicities","Both sexes","1,158","41.1","2,820"
"PrEP coverage and number of persons prescribed","2021","Connecticut","09","13-24","All races/ethnicities","Both sexes","531","30.5","1,740"
"PrEP coverage and number of persons prescribed","2021","Connecticut","09","45-54","All races/ethnicities","Both sexes","351","19.0","1,850"
"PrEP coverage and number of persons prescribed","2021","Connecticut","09","35-44","All races/ethnicities","Both sexes","669","37.6","1,780"
"PrEP coverage and number of persons prescribed","2021","Delaware","10","25-34","All races/ethnicities","Both sexes","188","14.0","1,340"
"PrEP coverage and number of persons prescribed","2021","Delaware","10","13-24","All races/ethnicities","Both sexes","84","12.5","670"
"PrEP coverage and number of persons prescribed","2021","Delaware","10","45-54","All races/ethnicities","Both sexes","115","14.9","770"
"PrEP coverage and number of persons prescribed","2021","Delaware","10","35-44","All races/ethnicities","Both sexes","147","20.4","720"
"PrEP coverage and number of persons prescribed","2021","District of Columbia","11","25-34","All races/ethnicities","Both sexes","3,018","65.5","4,610"
"PrEP coverage and number of persons prescribed","2021","District of Columbia","11","13-24","All races/ethnicities","Both sexes","495","18.1","2,730"
"PrEP coverage and number of persons prescribed","2021","District of Columbia","11","45-54","All races/ethnicities","Both sexes","718","41.3","1,740"
"PrEP coverage and number of persons prescribed","2021","District of Columbia","11","35-44","All races/ethnicities","Both sexes","2,073","88.2","2,350"
"PrEP coverage and number of persons prescribed","2021","Florida","12","25-34","All races/ethnicities","Both sexes","13,416","31.3","42,840"
"PrEP coverage and number of persons prescribed","2021","Florida","12","13-24","All races/ethnicities","Both sexes","4,955","22.8","21,710"
"PrEP coverage and number of persons prescribed","2021","Florida","12","45-54","All races/ethnicities","Both sexes","7,131","34.8","20,500"
"PrEP coverage and number of persons prescribed","2021","Florida","12","35-44","All races/ethnicities","Both sexes","10,042","40.9","24,530"
"PrEP coverage and number of persons prescribed","2021","Georgia","13","25-34","All races/ethnicities","Both sexes","4,739","32.8","14,450"
"PrEP coverage and number of persons prescribed","2021","Georgia","13","13-24","All races/ethnicities","Both sexes","1,649","17.4","9,500"
"PrEP coverage and number of persons prescribed","2021","Georgia","13","45-54","All races/ethnicities","Both sexes","1,742","36.6","4,760"
"PrEP coverage and number of persons prescribed","2021","Georgia","13","35-44","All races/ethnicities","Both sexes","2,903","43.9","6,620"
"PrEP coverage and number of persons prescribed","2021","Guam","66","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Guam","66","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Guam","66","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Guam","66","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Hawaii","15","25-34","All races/ethnicities","Both sexes","402","24.8","1,620"
"PrEP coverage and number of persons prescribed","2021","Hawaii","15","13-24","All races/ethnicities","Both sexes","118","21.1","560"
"PrEP coverage and number of persons prescribed","2021","Hawaii","15","45-54","All races/ethnicities","Both sexes","163","37.0","440"
"PrEP coverage and number of persons prescribed","2021","Hawaii","15","35-44","All races/ethnicities","Both sexes","305","24.4","1,250"
"PrEP coverage and number of persons prescribed","2021","Idaho","16","25-34","All races/ethnicities","Both sexes","326","25.1","1,300"
"PrEP coverage and number of persons prescribed","2021","Idaho","16","13-24","All races/ethnicities","Both sexes","165","18.1","910"
"PrEP coverage and number of persons prescribed","2021","Idaho","16","45-54","All races/ethnicities","Both sexes","103","13.2","780"
"PrEP coverage and number of persons prescribed","2021","Idaho","16","35-44","All races/ethnicities","Both sexes","217","23.8","910"
"PrEP coverage and number of persons prescribed","2021","Illinois","17","25-34","All races/ethnicities","Both sexes","8,072","41.9","19,250"
"PrEP coverage and number of persons prescribed","2021","Illinois","17","13-24","All races/ethnicities","Both sexes","2,162","15.9","13,580"
"PrEP coverage and number of persons prescribed","2021","Illinois","17","45-54","All races/ethnicities","Both sexes","2,117","25.9","8,170"
"PrEP coverage and number of persons prescribed","2021","Illinois","17","35-44","All races/ethnicities","Both sexes","4,687","45.5","10,300"
"PrEP coverage and number of persons prescribed","2021","Indiana","18","25-34","All races/ethnicities","Both sexes","1,711","20.5","8,360"
"PrEP coverage and number of persons prescribed","2021","Indiana","18","13-24","All races/ethnicities","Both sexes","694","12.9","5,370"
"PrEP coverage and number of persons prescribed","2021","Indiana","18","45-54","All races/ethnicities","Both sexes","525","23.3","2,250"
"PrEP coverage and number of persons prescribed","2021","Indiana","18","35-44","All races/ethnicities","Both sexes","911","21.5","4,240"
"PrEP coverage and number of persons prescribed","2021","Iowa","19","25-34","All races/ethnicities","Both sexes","750","72.8","1,030"
"PrEP coverage and number of persons prescribed","2021","Iowa","19","13-24","All races/ethnicities","Both sexes","380","20.4","1,860"
"PrEP coverage and number of persons prescribed","2021","Iowa","19","45-54","All races/ethnicities","Both sexes","198","43.0","460"
"PrEP coverage and number of persons prescribed","2021","Iowa","19","35-44","All races/ethnicities","Both sexes","419","67.6","620"
"PrEP coverage and number of persons prescribed","2021","Kansas","20","25-34","All races/ethnicities","Both sexes","498","28.3","1,760"
"PrEP coverage and number of persons prescribed","2021","Kansas","20","13-24","All races/ethnicities","Both sexes","251","18.7","1,340"
"PrEP coverage and number of persons prescribed","2021","Kansas","20","45-54","All races/ethnicities","Both sexes","136","23.1","590"
"PrEP coverage and number of persons prescribed","2021","Kansas","20","35-44","All races/ethnicities","Both sexes","276","26.5","1,040"
"PrEP coverage and number of persons prescribed","2021","Kentucky","21","25-34","All races/ethnicities","Both sexes","843","17.2","4,890"
"PrEP coverage and number of persons prescribed","2021","Kentucky","21","13-24","All races/ethnicities","Both sexes","312","11.3","2,760"
"PrEP coverage and number of persons prescribed","2021","Kentucky","21","45-54","All races/ethnicities","Both sexes","321","20.4","1,570"
"PrEP coverage and number of persons prescribed","2021","Kentucky","21","35-44","All races/ethnicities","Both sexes","498","18.5","2,690"
"PrEP coverage and number of persons prescribed","2021","Louisiana","22","25-34","All races/ethnicities","Both sexes","1,589","27.7","5,730"
"PrEP coverage and number of persons prescribed","2021","Louisiana","22","13-24","All races/ethnicities","Both sexes","624","16.9","3,700"
"PrEP coverage and number of persons prescribed","2021","Louisiana","22","45-54","All races/ethnicities","Both sexes","517","23.9","2,160"
"PrEP coverage and number of persons prescribed","2021","Louisiana","22","35-44","All races/ethnicities","Both sexes","1,011","32.3","3,130"
"PrEP coverage and number of persons prescribed","2021","Maine","23","25-34","All races/ethnicities","Both sexes","307","19.4","1,580"
"PrEP coverage and number of persons prescribed","2021","Maine","23","13-24","All races/ethnicities","Both sexes","128","32.0","400"
"PrEP coverage and number of persons prescribed","2021","Maine","23","45-54","All races/ethnicities","Both sexes","151","37.8","400"
